,losses,srs,off_rtg,pts_per_g,net_rtg,srs_def,conf_abbr,school_name,sos,srs_off,opp_pts_per_g,def_rtg,wins,mov
0,4,25.46,,89.8,,1.60,ACC,North Carolina,8.35,23.85,72.0,,34,17.84
1,5,22.17,,78.3,,8.96,Big East,Connecticut,8.57,13.22,64.3,,31,14.06
2,5,21.21,,77.4,,9.04,Big East,Pittsburgh,8.61,12.17,64.4,,31,12.97
3,4,20.92,,75.1,,12.40,CUSA,Memphis,4.63,8.53,58.8,,33,16.30
4,6,20.87,,74.3,,11.93,Big East,Louisville,8.41,8.93,61.8,,31,12.46
5,7,20.10,,77.5,,8.12,ACC,Duke,9.07,11.97,65.9,,30,11.57
6,7,19.56,,81.5,,4.10,Big 12,Missouri,6.72,15.46,67.7,,31,13.82
7,9,18.64,,75.5,,7.10,Pac-10,UCLA,7.19,11.55,64.0,,26,11.46
8,12,18.57,,72.0,,11.26,Big East,West Virginia,8.34,7.32,61.8,,23,10.23
9,6,18.07,,78.7,,5.38,Big 12,Oklahoma,6.88,12.69,67.5,,30,11.19
10,8,18.02,,76.4,,7.68,Big 12,Kansas,7.90,10.34,65.4,,27,10.97
11,6,17.95,,78.9,,5.74,WCC,Gonzaga,3.55,12.22,63.0,,28,15.94
12,7,17.71,,72.0,,8.39,Big Ten,Michigan State,9.37,9.33,63.7,,31,8.34
13,8,17.45,,76.8,,6.59,Big East,Villanova,8.72,10.87,67.4,,30,9.45
14,10,17.24,,80.2,,0.54,Big East,Syracuse,9.48,16.69,71.7,,28,8.45
15,9,16.78,,78.6,,1.85,Pac-10,Washington,8.19,14.93,69.5,,26,9.11
16,10,16.70,,69.4,,11.98,Pac-10,Arizona State,7.82,4.72,60.5,,25,8.89
17,10,16.44,,69.1,,9.87,Big Ten,Purdue,7.17,6.57,59.8,,27,9.27
18,7,15.63,,81.0,,1.06,ACC,Wake Forest,7.36,14.58,70.7,,24,10.23
19,9,15.56,,78.3,,3.13,ACC,Clemson,6.59,12.43,68.0,,23,10.31
20,8,15.12,,77.1,,3.39,MWC,Brigham Young,4.15,11.73,65.2,,25,11.94
21,10,15.06,,78.3,,2.48,Big East,Marquette,7.87,12.58,69.5,,25,8.77
22,12,14.83,,72.3,,8.52,Big 12,Texas,8.09,6.31,65.6,,23,6.74
23,8,14.45,,71.7,,8.44,A-10,Xavier,4.65,6.01,61.9,,27,9.80
24,15,14.39,,69.3,,9.25,Big East,Georgetown,8.97,5.15,63.9,,16,5.42
25,10,14.38,,64.8,,13.06,Big Ten,Illinois,6.73,1.32,57.2,,24,7.65
26,13,14.09,,68.5,,10.74,Pac-10,Southern California,9.15,3.36,63.5,,22,4.94
27,12,13.78,,80.9,,-0.84,Big 12,Oklahoma State,7.44,14.62,74.5,,23,6.34
28,13,13.60,,78.4,,1.67,SEC (East),Tennessee,7.71,11.93,72.5,,21,5.88
29,11,13.30,,74.9,,2.12,Pac-10,California,7.21,11.18,68.8,,22,6.09
30,11,12.83,,77.1,,4.11,SEC (East),Florida,3.88,8.71,67.4,,25,9.64
31,14,12.69,,74.1,,7.00,SEC (East),Kentucky,4.82,5.69,66.3,,22,7.86
32,10,12.59,,71.2,,7.24,MWC,Utah,5.72,5.36,64.6,,24,6.65
33,15,12.54,,76.0,,2.66,Big 12,Baylor,7.93,9.87,70.1,,24,5.97
34,11,12.48,,66.8,,8.35,Big Ten,Ohio State,8.23,4.13,62.0,,22,4.85
35,13,12.43,,63.8,,11.58,Big Ten,Wisconsin,8.43,0.85,59.0,,20,4.79
36,15,12.26,,75.8,,1.37,Big East,Notre Dame,8.70,10.89,70.7,,21,5.08
37,12,12.18,,75.2,,3.96,Big 12,Kansas State,5.24,8.22,66.6,,22,8.53
38,14,11.90,,66.9,,7.18,Big Ten,Michigan,9.74,4.72,63.2,,21,3.66
39,14,11.88,,72.3,,2.75,Pac-10,Arizona,8.80,9.13,69.2,,21,3.09
40,8,11.87,,74.8,,5.00,SEC (West),Louisiana State,3.27,6.87,66.2,,27,8.60
41,13,11.76,,72.7,,6.05,ACC,Miami (FL),9.04,5.72,66.3,,19,6.31
42,10,11.54,,67.1,,10.41,MWC,San Diego State,4.74,1.13,59.6,,26,7.47
43,10,11.37,,68.3,,8.84,ACC,Florida State,7.91,2.53,64.9,,25,3.46
44,12,11.37,,73.8,,4.84,MWC,New Mexico,3.60,6.53,66.1,,22,7.76
45,11,11.32,,66.3,,7.93,Big Ten,Minnesota,7.19,3.39,61.6,,22,4.76
46,16,11.29,,59.2,,17.51,Pac-10,Washington State,7.50,-6.22,55.4,,17,3.79
47,14,11.10,,71.8,,4.48,ACC,Maryland,8.99,6.63,69.1,,21,2.66
48,14,10.58,,73.2,,1.55,Pac-10,Stanford,6.91,9.03,68.6,,20,4.59
49,10,10.52,,71.8,,5.58,Big 12,Texas A&M,6.13,4.94,67.1,,24,4.68
50,12,10.36,,74.4,,1.88,ACC,Boston College,7.23,8.48,70.5,,22,3.85
51,6,10.07,,67.8,,8.13,Horizon,Butler,2.07,1.93,57.9,,26,9.81
52,12,10.05,,72.4,,4.23,CUSA,UAB,3.67,5.82,66.0,,22,6.38
53,12,9.93,,72.8,,4.28,SEC (West),Auburn,3.56,5.66,65.4,,24,7.39
54,7,9.52,,73.4,,3.90,WCC,Saint Mary's (CA),1.49,5.62,64.1,,28,9.31
55,11,9.49,,67.0,,6.66,Big Ten,Penn State,5.71,2.83,62.6,,27,4.39
56,5,9.33,,72.4,,6.66,WAC,Utah State,0.07,2.67,62.0,,30,10.43
57,13,9.10,,74.4,,2.65,SEC (West),Mississippi State,4.62,6.45,68.9,,23,5.50
58,12,9.05,,68.6,,7.77,A-10,Temple,3.90,1.28,63.5,,22,5.15
59,13,8.92,,64.5,,10.54,Big 12,Nebraska,4.82,-1.63,60.4,,18,4.10
60,15,8.79,,72.6,,2.61,ACC,Virginia Tech,6.88,6.19,70.7,,19,1.91
61,10,8.78,,78.2,,-2.38,SEC (East),South Carolina,4.20,11.16,71.3,,21,6.97
62,8,8.69,,73.3,,1.37,MVC,Creighton,0.92,7.32,65.5,,27,7.77
63,11,8.68,,68.8,,5.48,MWC,Nevada-Las Vegas,4.34,3.20,64.4,,21,4.34
64,14,8.56,,63.5,,8.50,Big Ten,Northwestern,6.93,0.06,60.5,,17,2.94
65,11,8.41,,66.8,,8.44,CUSA,Tulsa,4.84,-0.03,61.4,,25,5.42
66,14,8.38,,73.0,,2.84,ACC,NC State,6.74,5.54,69.6,,16,3.40
67,8,8.26,,77.8,,1.97,Southern (South),Davidson,-3.33,6.29,65.9,,27,11.94
68,12,8.26,,75.8,,0.65,CUSA,Houston,1.29,7.61,68.5,,21,7.33
69,12,8.18,,70.5,,5.22,SEC (East),Vanderbilt,3.81,2.95,65.6,,19,4.90
70,8,8.05,,77.4,,-2.22,MAAC,Siena,0.99,10.28,70.3,,27,7.06
71,11,7.89,,79.3,,-3.49,A-10,Rhode Island,1.21,11.38,72.6,,23,6.68
72,14,7.83,,68.3,,4.91,Big East,Cincinnati,6.77,2.92,66.3,,18,2.00
73,10,7.83,,71.0,,3.06,MVC,Illinois State,1.52,4.78,63.4,,24,7.62
74,14,7.82,,78.1,,-4.72,Big East,Providence,7.23,12.54,76.7,,19,1.39
75,10,7.70,,71.8,,3.48,CAA,Virginia Commonwealth,-0.65,4.23,63.4,,24,8.35
76,15,7.53,,74.3,,-1.38,Big East,Seton Hall,6.47,8.91,72.8,,17,1.41
77,8,7.16,,66.8,,8.00,A-10,Dayton,1.76,-0.85,61.4,,27,5.40
78,11,6.97,,66.4,,8.21,Horizon,Cleveland State,2.12,-1.24,59.5,,26,6.81
79,14,6.67,,75.4,,-2.01,CUSA,UTEP,3.21,8.68,71.9,,23,3.46
80,17,6.65,,60.2,,9.75,Big Ten,Iowa,6.84,-3.10,59.6,,15,0.59
81,9,6.21,,76.1,,-0.67,MAAC,Niagara,-2.25,6.88,67.7,,26,8.46
82,7,6.18,,80.6,,-3.43,Summit,North Dakota State,-2.72,9.61,69.1,,26,11.52
83,13,6.04,,78.9,,-5.98,A-10,Duquesne,2.48,12.02,74.7,,21,4.18
84,18,5.87,,70.0,,2.56,ACC,Virginia,8.34,3.31,72.5,,10,-2.46
85,15,5.82,,72.7,,-1.16,SEC (West),Mississippi,5.41,6.99,72.3,,16,0.42
86,11,5.63,,72.7,,0.32,Horizon,Green Bay,0.73,5.31,66.5,,22,6.15
87,11,5.63,,67.4,,4.91,MVC,Northern Iowa,2.24,0.73,63.5,,23,3.88
88,19,5.56,,71.2,,1.14,ACC,Georgia Tech,7.32,4.42,71.5,,12,-0.26
89,14,5.49,,73.4,,0.87,SEC (West),Alabama,3.99,4.62,70.4,,18,2.97
90,19,5.04,,77.7,,-4.89,Big 12,Texas Tech,8.04,9.94,79.0,,14,-1.33
91,9,4.64,,76.8,,-2.85,AEC,Vermont,-4.27,7.48,67.3,,24,9.42
92,13,4.28,,70.6,,1.98,WAC,Nevada,1.40,2.30,66.1,,21,4.44
93,18,4.28,,65.9,,4.33,Big East,St. John's (NY),6.83,-0.05,67.6,,16,-1.65
94,18,4.25,,60.8,,9.14,Pac-10,Oregon State,7.55,-4.89,63.3,,18,-2.50
95,15,4.21,,68.3,,3.44,A-10,Saint Joseph's,2.21,0.77,66.3,,17,2.00
96,16,3.79,,74.6,,-2.20,SEC (West),Arkansas,3.89,5.98,73.8,,14,0.83
97,11,3.78,,66.3,,6.22,CAA,George Mason,-1.98,-2.44,60.6,,22,5.76
98,15,3.68,,70.8,,1.25,Summit,Oral Roberts,-0.05,2.43,66.4,,16,4.39
