,losses,srs,off_rtg,pts_per_g,net_rtg,srs_def,conf_abbr,school_name,sos,srs_off,opp_pts_per_g,def_rtg,wins,mov
0,2,25.26,119.23,82.6,36.71,12.47,WCC,Gonzaga,4.13,12.79,61.5,82.51,37,21.13
1,7,24.84,122.33,84.4,35.41,7.91,ACC,North Carolina,11.76,16.92,70.6,86.92,33,13.83
2,9,24.45,118.49,81.5,34.12,9.83,Big 12,West Virginia,9.67,14.63,66.7,84.37,28,14.78
3,6,23.88,120.28,84.9,33.41,6.96,SEC,Kentucky,10.49,16.92,71.5,86.87,32,13.39
4,4,23.80,123.50,77.2,36.05,14.61,Big East,Villanova,9.28,9.20,62.7,87.45,32,14.53
5,5,23.53,123.67,83.2,34.02,6.95,Big 12,Kansas,12.23,16.58,71.9,89.65,31,11.31
6,9,22.47,118.44,77.3,32.93,12.13,ACC,Louisville,11.15,10.35,66.0,85.52,25,11.32
7,9,22.40,117.61,77.9,32.51,11.04,SEC,Florida,11.01,11.36,66.5,85.10,27,11.39
8,9,21.56,122.70,80.8,31.53,8.41,ACC,Duke,10.91,13.15,70.2,91.17,28,10.65
9,5,21.24,117.30,81.0,30.85,10.57,MVC,Wichita State,2.96,10.67,62.4,86.44,31,18.61
10,6,20.80,118.40,78.9,30.20,11.29,Pac-12,Oregon,8.38,9.52,65.8,88.20,33,13.10
11,5,20.67,124.63,89.8,28.85,0.15,Pac-12,UCLA,6.39,20.52,75.5,95.78,31,14.28
12,11,20.63,114.37,66.1,32.38,22.12,ACC,Virginia,10.93,-1.49,56.4,81.99,23,9.71
13,11,20.51,119.92,80.8,29.09,7.97,Big 12,Iowa State,11.94,12.54,72.3,90.84,24,8.57
14,8,20.13,118.48,79.7,29.63,8.59,Big Ten,Purdue,8.79,11.54,68.4,88.85,27,11.34
15,8,19.75,117.81,72.9,29.86,14.86,Big 12,Baylor,11.87,4.89,63.7,87.95,27,9.20
16,10,19.40,116.38,72.4,29.80,15.56,Big Ten,Wisconsin,9.40,3.85,62.4,86.58,27,10.00
17,13,19.19,125.05,85.7,27.40,-0.04,Big 12,Oklahoma State,12.22,19.23,78.5,97.65,20,7.24
18,9,18.87,117.54,82.1,27.18,5.65,ACC,Florida State,8.87,13.22,72.1,90.36,26,10.00
19,12,18.80,123.68,75.0,29.14,11.13,Big Ten,Michigan,10.17,7.68,66.4,94.53,26,8.63
20,5,18.71,120.93,74.3,30.02,12.88,AAC,Southern Methodist,4.45,5.83,60.0,90.91,30,14.26
21,6,18.43,116.04,74.3,27.97,13.94,AAC,Cincinnati,5.49,4.50,61.3,88.07,30,12.94
22,5,18.25,118.07,76.6,27.29,10.79,Pac-12,Arizona,7.63,7.47,65.9,90.77,32,10.62
23,10,17.81,119.69,77.3,26.68,7.81,ACC,Notre Dame,9.78,10.00,69.3,93.01,26,8.03
24,9,17.70,119.19,76.3,26.71,9.25,Big East,Butler,10.23,8.45,68.9,92.47,25,7.47
25,11,17.52,109.79,73.2,26.03,12.32,SEC,South Carolina,10.16,5.20,65.2,83.76,26,7.92
26,10,17.27,116.88,81.8,25.08,4.51,Big East,Creighton,8.95,12.76,72.8,91.79,25,9.00
27,5,16.75,119.63,72.0,28.15,15.66,WCC,Saint Mary's (CA),2.19,1.09,57.5,91.48,29,14.56
28,15,15.64,116.16,74.7,23.18,8.52,Big 12,TCU,10.95,7.12,69.7,92.98,24,5.03
29,13,15.26,122.04,82.2,22.86,0.78,Big East,Marquette,8.60,14.48,75.6,99.18,19,6.66
30,14,14.80,114.30,72.1,22.49,10.42,Big 12,Kansas State,10.48,4.38,67.8,91.81,21,4.31
31,14,14.80,115.94,74.6,22.59,7.20,Big East,Xavier,11.51,7.60,71.3,93.35,24,3.29
32,16,14.63,117.34,79.7,21.25,3.39,Big Ten,Indiana,8.16,11.23,73.3,96.09,18,6.47
33,10,14.56,109.07,75.2,21.42,6.95,Big Ten,Minnesota,8.82,7.61,69.4,87.65,24,5.74
34,12,14.48,110.75,69.0,21.70,14.05,ACC,Miami (FL),9.57,0.43,64.1,89.05,21,4.91
35,14,14.19,120.96,82.8,20.94,-0.76,ACC,Wake Forest,9.80,14.95,78.4,100.01,19,4.39
36,14,14.11,115.27,73.3,21.68,10.80,Big 12,Texas Tech,7.86,3.31,67.1,93.60,18,6.25
37,10,14.04,116.19,79.3,20.43,3.48,SEC,Arkansas,8.60,10.56,73.9,95.76,26,5.44
38,12,14.02,111.60,71.1,21.17,11.12,Big Ten,Northwestern,8.43,2.90,65.5,90.43,24,5.58
39,15,13.70,117.39,76.3,20.88,5.37,ACC,Syracuse,8.47,8.33,71.1,96.51,19,5.24
