,losses,srs,off_rtg,pts_per_g,net_rtg,srs_def,conf_abbr,school_name,sos,srs_off,opp_pts_per_g,def_rtg,wins,mov
0,3,26.90,,80.5,,11.99,Big 12,Kansas,8.20,14.90,61.5,,37,19.03
1,3,24.17,,88.6,,0.76,ACC,North Carolina,8.12,23.41,72.5,,36,16.05
2,2,23.73,,79.9,,10.28,CUSA,Memphis,5.76,13.46,61.9,,38,17.98
3,4,21.71,,73.5,,13.10,Pac-10,UCLA,7.71,8.60,59.0,,35,14.54
4,6,21.52,,83.2,,5.04,ACC,Duke,9.28,16.48,69.4,,28,13.79
5,5,19.59,,67.3,,16.76,Big Ten,Wisconsin,6.73,2.83,54.4,,31,12.86
6,9,19.00,,72.5,,11.85,Big East,Louisville,8.00,7.15,61.5,,27,11.00
7,6,18.73,,69.6,,14.67,Big East,Georgetown,7.23,4.06,58.1,,28,11.50
8,10,18.62,,75.9,,7.39,Big East,Marquette,8.09,11.23,64.8,,25,11.11
9,5,18.41,,81.8,,2.73,SEC (East),Tennessee,7.84,15.69,70.0,,31,11.86
10,7,18.13,,75.5,,8.20,Big 12,Texas,8.59,9.93,64.9,,31,10.55
11,10,18.05,,79.2,,5.68,ACC,Clemson,9.08,12.37,69.8,,24,9.44
12,11,17.97,,74.8,,9.52,Big East,West Virginia,7.16,8.45,63.6,,26,11.27
13,7,17.17,,75.1,,8.76,A-10,Xavier,5.47,8.40,63.4,,30,11.70
14,9,16.35,,66.4,,16.25,Pac-10,Washington State,6.35,0.10,56.4,,26,10.00
15,9,16.32,,71.2,,9.32,Big Ten,Michigan State,7.68,7.00,62.6,,27,8.64
16,8,16.31,,70.9,,10.71,Pac-10,Stanford,6.95,5.60,61.6,,28,9.36
17,11,16.20,,70.8,,11.38,Big 12,Texas A&M,7.46,4.82,61.6,,25,9.22
18,8,16.15,,79.0,,3.03,Big East,Notre Dame,7.03,13.12,69.6,,25,9.42
19,12,15.79,,78.0,,3.17,Big 12,Kansas State,7.79,12.61,68.9,,21,9.09
20,8,15.78,,75.0,,4.85,Big Ten,Indiana,6.08,10.93,65.3,,25,9.70
21,10,15.62,,73.8,,7.63,Big East,Pittsburgh,7.84,8.00,65.1,,27,8.68
22,9,15.54,,77.5,,4.73,Big East,Connecticut,6.76,10.81,68.7,,24,8.79
23,8,14.81,,76.5,,5.52,WCC,Gonzaga,2.15,9.29,63.8,,25,12.67
24,15,14.55,,71.9,,6.99,Pac-10,Arizona,10.22,7.57,66.9,,19,4.91
25,5,14.08,,73.9,,6.65,MVC,Drake,4.15,7.43,62.1,,28,11.82
26,7,13.93,,77.9,,5.44,Southern (South),Davidson,1.66,8.49,63.2,,29,14.69
27,12,13.89,,69.0,,8.54,Pac-10,Southern California,8.59,5.35,63.7,,21,5.30
28,13,13.72,,68.9,,10.34,Big Ten,Ohio State,7.97,3.38,62.2,,24,6.78
29,11,13.42,,73.2,,7.68,SEC (West),Mississippi State,5.74,5.74,65.5,,23,7.68
30,9,13.10,,69.6,,7.16,Big Ten,Purdue,5.90,5.95,62.4,,25,7.21
31,4,13.00,,68.8,,10.63,Horizon,Butler,2.64,2.38,58.4,,30,10.41
32,14,12.65,,79.0,,-0.27,Big East,Syracuse,7.96,12.91,74.3,,21,4.69
33,9,12.53,,74.1,,6.55,MWC,New Mexico,1.72,5.99,62.7,,24,11.42
34,12,12.48,,74.1,,5.81,SEC (West),Arkansas,6.73,6.67,68.3,,23,5.74
35,11,12.38,,74.8,,4.89,ACC,Miami (FL),7.13,7.49,67.9,,23,6.85
36,12,12.34,,77.5,,3.96,SEC (East),Florida,4.98,8.39,67.6,,24,9.94
37,11,12.29,,79.5,,-0.99,SEC (West),Mississippi,5.88,13.28,72.9,,24,6.54
38,14,12.00,,70.2,,8.95,ACC,Virginia Tech,6.54,3.05,64.7,,21,5.46
39,12,11.97,,67.9,,8.61,Big 12,Oklahoma,7.85,3.36,63.8,,23,4.11
40,8,11.82,,73.7,,6.08,MWC,Brigham Young,1.33,5.74,63.2,,27,10.49
41,16,11.75,,77.1,,-0.60,Big 12,Missouri,6.87,12.35,72.3,,16,4.88
42,14,11.68,,76.6,,-0.35,Pac-10,Oregon,7.65,12.03,72.5,,18,4.03
43,11,11.46,,81.3,,-4.50,Big 12,Baylor,5.75,15.95,74.9,,21,6.41
44,7,11.39,,75.7,,5.12,WCC,Saint Mary's (CA),0.36,6.27,63.7,,25,12.00
45,13,11.31,,67.1,,10.92,Big 12,Nebraska,6.34,0.38,60.7,,20,6.42
46,13,11.00,,72.8,,4.08,Big East,Villanova,7.69,6.92,69.5,,22,3.31
47,19,10.98,,63.6,,10.73,Big Ten,Illinois,8.46,0.25,61.1,,16,2.51
48,8,10.96,,80.0,,-1.16,SEC (East),Vanderbilt,5.54,12.11,74.6,,26,5.41
49,17,10.77,,77.6,,-0.69,ACC,Georgia Tech,9.57,11.45,76.0,,15,1.56
50,15,10.40,,72.1,,5.08,ACC,Florida State,7.31,5.32,69.0,,19,3.09
51,13,10.31,,66.8,,8.80,Pac-10,Arizona State,6.28,1.51,61.9,,21,4.85
52,14,10.27,,68.3,,6.56,Big Ten,Minnesota,6.50,3.72,63.2,,20,5.06
53,8,10.23,,69.7,,7.77,MWC,Nevada-Las Vegas,4.02,2.46,62.3,,27,7.40
54,15,9.74,,73.0,,2.40,ACC,Maryland,7.28,7.34,69.8,,19,3.24
55,13,9.63,,73.1,,3.58,A-10,Saint Joseph's,3.98,6.05,67.4,,21,5.65
56,11,9.60,,81.5,,-4.83,A-10,Massachusetts,3.77,14.43,75.7,,25,5.83
57,16,9.39,,68.4,,6.40,Big 12,Oklahoma State,7.67,2.99,66.5,,17,1.94
58,16,9.36,,76.4,,-2.93,Pac-10,California,8.45,12.29,75.1,,17,1.30
59,7,9.34,,77.4,,1.41,Sun Belt (East),Western Kentucky,0.24,7.93,66.8,,29,10.61
60,13,9.29,,72.2,,2.01,ACC,Wake Forest,8.83,7.28,69.4,,17,2.83
61,13,9.19,,68.5,,7.75,SEC (East),Kentucky,7.09,1.44,65.6,,18,2.90
