,losses,srs,off_rtg,pts_per_g,net_rtg,srs_def,conf_abbr,school_name,sos,srs_off,opp_pts_per_g,def_rtg,wins,mov
0,2,24.73,121.13,77.4,36.55,10.75,SEC,Kentucky,7.93,13.97,60.6,84.59,38,16.80
1,8,23.95,116.89,74.7,35.13,11.37,Big Ten,Ohio State,9.07,12.58,59.8,81.75,31,14.87
2,7,21.72,114.92,73.5,31.81,10.55,Big 12,Kansas,9.93,11.17,61.7,83.11,32,11.79
3,6,21.34,114.54,81.3,29.10,4.30,ACC,North Carolina,7.07,17.03,67.1,85.44,32,14.26
4,8,21.32,114.39,71.6,31.66,12.58,Big Ten,Michigan State,9.82,8.73,59.3,82.72,29,12.32
5,3,21.12,117.57,74.1,30.93,9.99,Big East,Syracuse,8.02,11.14,61.0,86.64,34,13.11
6,5,19.77,124.44,80.4,29.42,3.64,Big 12,Missouri,5.68,16.13,66.3,95.02,30,14.09
7,10,19.04,113.60,64.0,30.42,18.47,Big Ten,Wisconsin,8.24,0.58,53.2,83.18,26,10.81
8,9,18.63,119.86,77.3,27.24,4.10,Big Ten,Indiana,7.80,14.53,66.4,92.62,27,10.83
9,11,18.25,120.00,75.9,26.58,4.91,SEC,Florida,7.33,13.34,65.0,93.43,26,10.92
10,6,17.42,114.53,77.1,25.58,6.79,MVC,Wichita State,3.80,10.64,62.4,88.95,27,14.70
11,7,17.05,117.60,77.3,24.54,3.30,ACC,Duke,8.40,13.75,68.6,93.07,27,8.65
12,8,16.92,111.68,75.4,24.13,4.82,Big East,Marquette,7.50,12.11,65.9,87.54,27,9.43
13,9,16.86,112.77,74.7,24.86,5.72,CUSA,Memphis,5.26,11.14,63.1,87.91,26,11.60
14,9,16.81,110.96,69.0,25.48,12.32,Big East,Georgetown,7.69,4.49,59.4,85.48,24,9.67
15,8,16.54,114.50,74.7,24.19,6.34,Big 12,Baylor,8.03,10.20,65.3,90.31,30,9.37
16,10,16.19,105.66,68.2,23.77,11.46,Big East,Louisville,9.02,4.73,61.0,81.90,30,7.18
17,11,15.71,114.33,72.6,23.45,6.35,SEC,Vanderbilt,8.04,9.36,65.0,90.89,25,7.67
18,7,15.60,109.67,72.7,22.66,8.96,MWC,New Mexico,3.34,6.64,59.3,87.01,28,13.40
19,8,15.15,110.16,68.7,23.80,12.67,A-10,Saint Louis,4.06,2.48,57.6,86.36,26,11.06
20,10,14.53,106.03,69.8,20.65,8.54,ACC,Florida State,7.62,6.00,62.9,85.38,25,6.91
21,11,14.47,108.96,71.0,21.02,6.81,Big 12,Kansas State,7.53,7.66,64.1,87.94,22,6.94
22,14,14.00,111.86,72.6,20.40,6.00,Big 12,Texas,8.12,8.00,66.8,91.46,20,5.88
23,13,13.88,114.80,71.8,20.79,5.26,Big Ten,Purdue,8.05,8.62,66.0,94.02,22,5.83
24,7,13.86,111.35,73.8,20.56,6.97,WCC,Gonzaga,3.25,6.89,63.2,90.79,26,10.61
25,10,13.79,110.08,71.1,20.49,7.33,Pac-12,California,4.53,6.47,61.9,89.59,24,9.26
26,12,13.76,105.78,64.7,20.57,13.60,SEC,Alabama,7.18,0.16,58.1,85.22,21,6.58
27,9,13.55,109.30,76.3,18.61,2.23,MWC,Nevada-Las Vegas,4.37,11.33,65.9,90.69,26,10.40
28,11,13.32,113.51,73.2,19.63,4.41,Big 12,Iowa State,7.32,8.91,67.2,93.88,23,6.00
29,10,13.19,113.30,66.3,20.26,9.32,Big Ten,Michigan,8.98,3.87,61.5,93.04,24,4.85
30,11,12.93,108.71,68.2,18.98,8.38,Big East,Cincinnati,6.28,4.55,61.5,89.74,26,6.65
31,6,12.92,118.57,79.2,18.65,-0.26,MVC,Creighton,3.41,13.18,69.7,99.92,29,9.51
32,11,12.64,106.16,71.8,18.34,6.15,Pac-12,Stanford,3.99,6.49,63.2,87.82,26,8.65
33,10,12.51,104.35,62.5,19.48,15.92,ACC,Virginia,4.23,-3.41,54.2,84.87,22,8.28
34,14,12.27,110.36,68.7,18.22,7.23,Big East,Connecticut,8.07,5.05,64.5,92.14,20,4.21
35,14,12.13,110.17,71.1,16.89,4.41,Big East,West Virginia,7.53,7.72,66.5,93.29,19,4.61
36,13,12.10,111.44,72.9,17.81,2.94,ACC,NC State,6.80,9.17,67.6,93.63,24,5.30
37,8,11.81,115.02,80.9,17.51,0.12,A-Sun,Belmont,-1.22,11.70,67.5,97.51,27,13.37
