,losses,srs,off_rtg,pts_per_g,net_rtg,srs_def,conf_abbr,school_name,sos,srs_off,opp_pts_per_g,def_rtg,wins,mov
0,4,27.79,125.22,87.6,38.95,9.22,WCC,Gonzaga,5.01,18.57,64.9,86.27,33,22.78
1,6,26.90,121.54,82.7,37.38,9.41,ACC,Duke,11.98,17.48,67.8,84.16,32,14.92
2,3,25.46,124.73,71.4,39.61,20.38,ACC,Virginia,10.15,5.08,56.1,85.12,35,15.32
3,7,24.93,122.55,77.6,36.38,11.99,Big Ten,Michigan State,12.34,12.94,65.0,86.17,32,12.59
4,7,23.94,120.64,85.8,32.41,4.12,ACC,North Carolina,11.35,19.81,73.2,88.24,29,12.58
5,7,22.79,115.44,72.8,34.14,16.84,Big 12,Texas Tech,9.53,5.95,59.5,81.30,31,13.26
6,7,21.82,115.33,69.6,32.83,17.60,Big Ten,Michigan,10.55,4.23,58.3,82.49,30,11.27
7,6,21.55,123.14,82.0,30.99,6.86,SEC,Tennessee,10.16,14.69,69.7,92.14,31,12.30
8,7,21.43,119.35,75.8,32.04,13.12,SEC,Kentucky,10.29,8.31,64.7,87.30,30,11.14
9,10,21.40,123.61,76.7,31.89,9.11,Big Ten,Purdue,11.99,12.29,67.3,91.72,26,9.42
10,10,20.84,121.33,79.7,29.69,7.72,SEC,Auburn,10.92,13.12,68.8,91.64,30,10.95
11,9,19.28,119.72,73.5,29.26,12.79,ACC,Virginia Tech,7.79,6.50,62.1,90.46,26,11.49
12,4,18.91,116.10,75.3,27.83,12.60,AAC,Houston,4.61,6.31,61.0,88.26,33,14.30
13,10,18.35,115.57,75.7,26.37,7.47,Big 12,Kansas,12.79,10.88,70.1,89.20,26,5.56
14,12,18.07,119.63,76.9,26.57,7.57,Big 12,Iowa State,9.30,10.50,68.1,93.06,23,8.77
15,8,17.99,113.40,74.9,25.95,9.31,ACC,Florida State,10.26,8.69,67.2,87.45,29,7.73
16,11,17.90,112.42,68.6,26.69,15.13,Big Ten,Wisconsin,11.01,2.77,61.7,85.73,23,6.88
17,14,17.28,115.35,74.6,25.05,8.88,ACC,Louisville,11.04,8.40,68.4,90.30,20,6.24
18,7,16.50,118.04,80.4,23.93,2.63,SEC,Louisiana State,9.16,13.87,73.1,94.11,28,7.34
19,16,16.06,114.59,71.0,23.79,11.40,Big 12,Texas,11.46,4.65,66.4,90.80,21,4.59
20,11,16.01,114.24,71.4,23.40,10.43,Big Ten,Maryland,10.09,5.58,65.5,90.84,23,5.91
21,5,16.00,114.62,80.1,22.61,6.61,MWC,Nevada,2.68,9.40,66.8,92.01,29,13.32
22,11,15.96,117.66,77.3,23.46,5.93,SEC,Mississippi State,9.07,10.03,70.4,94.21,23,6.88
23,4,15.56,114.89,84.4,21.21,1.22,MAC (East),Buffalo,2.62,14.35,70.8,93.68,32,13.53
24,16,15.42,111.92,67.8,22.80,14.61,SEC,Florida,11.22,0.81,63.6,89.12,20,4.19
25,9,15.39,108.91,65.8,23.16,16.82,Big 12,Kansas State,9.18,-1.44,59.6,85.76,25,6.21
26,14,15.30,111.39,71.3,21.53,8.40,Big 12,Oklahoma,12.21,6.90,68.2,89.86,20,3.09
27,12,14.94,114.59,80.1,20.56,2.40,ACC,NC State,6.22,12.54,71.3,94.04,24,8.72
28,17,14.85,114.67,71.8,21.07,8.20,Big Ten,Nebraska,11.31,6.65,67.3,93.59,19,4.58
29,10,14.78,113.04,77.3,21.06,6.28,Big East,Marquette,6.96,8.50,69.5,91.98,24,7.82
30,7,14.53,113.40,71.7,21.76,11.90,AAC,Cincinnati,5.50,2.64,62.7,91.64,28,9.03
31,10,14.33,117.31,73.7,21.09,9.31,Big East,Villanova,7.97,5.02,67.4,96.22,26,6.36
32,12,14.27,119.12,78.3,20.82,1.67,Big Ten,Iowa,9.84,12.59,73.9,98.29,23,4.43
33,13,13.95,110.14,70.0,21.28,13.27,Pac-12,Oregon,6.13,0.68,62.2,88.85,25,7.82
34,5,13.92,118.28,82.3,21.24,6.26,Southern,Wofford,0.80,7.67,65.6,97.04,30,16.69
35,15,13.89,110.68,69.1,20.11,11.04,Big Ten,Ohio State,11.00,2.84,66.2,90.57,20,2.89
36,14,13.85,109.15,68.8,20.61,12.00,ACC,Clemson,8.99,1.85,63.9,88.54,20,4.85
37,16,13.82,110.48,71.5,19.80,8.74,Big Ten,Indiana,10.10,5.08,67.8,90.68,19,3.71
38,14,13.81,112.33,73.8,19.64,6.03,Big 12,TCU,9.60,7.78,69.6,92.69,23,4.22
39,14,13.73,111.42,69.7,20.65,10.37,ACC,Syracuse,10.09,3.37,66.1,90.77,20,3.65
40,14,13.38,114.89,71.8,19.99,8.15,Big 12,Baylor,9.26,5.23,67.7,94.90,20,4.12
41,9,13.37,111.75,72.3,19.75,10.36,AAC,Central Florida,5.58,3.01,64.5,92.00,24,7.79
42,12,12.58,115.23,72.4,19.67,10.42,WCC,Saint Mary's (CA),4.40,2.16,64.3,95.57,22,8.18
43,18,12.55,109.70,69.7,18.89,7.98,Big Ten,Penn State,11.51,4.57,68.6,90.81,14,1.03
44,14,12.52,111.51,70.6,18.13,7.02,Big Ten,Minnesota,11.27,5.50,69.4,93.38,22,1.25
45,13,12.32,113.29,75.3,18.16,4.57,SEC,Mississippi,8.13,7.75,71.1,95.13,20,4.18
46,9,12.01,108.01,69.8,17.70,10.79,Pac-12,Washington,7.01,1.22,64.8,90.31,27,5.00
47,15,12.00,113.91,77.9,17.32,3.19,Big East,Creighton,8.59,8.81,73.2,96.60,20,4.74
48,7,11.98,111.31,78.7,17.39,5.17,MWC,Utah State,0.89,6.80,67.1,93.92,28,11.54
49,8,11.96,104.02,71.0,17.79,10.80,A-10,Virginia Commonwealth,2.87,1.16,61.9,86.24,25,9.09
50,16,11.75,110.55,75.3,16.83,3.56,SEC,Arkansas,8.78,8.19,72.3,93.72,18,2.97
51,14,10.70,109.91,80.1,15.22,-0.74,AAC,Memphis,5.09,11.44,74.4,94.69,22,5.61
52,11,10.28,109.51,77.6,14.98,2.22,Pac-12,Arizona State,6.04,8.06,73.4,94.53,23,4.24
53,14,10.25,109.58,73.8,15.28,4.46,Big East,Seton Hall,8.34,5.79,71.9,94.29,20,1.91
54,5,10.05,113.05,78.1,15.26,6.14,WAC,New Mexico State,-2.38,3.91,64.5,97.79,30,13.57
55,19,9.97,104.66,65.9,14.75,10.62,Big Ten,Northwestern,9.16,-0.65,65.1,89.91,13,0.81
56,13,9.68,107.49,73.6,13.94,6.54,Pac-12,Colorado,3.60,3.14,67.5,93.55,23,6.08
57,12,9.67,111.98,72.9,14.71,6.62,A-10,Dayton,2.91,3.05,66.2,97.27,21,6.76
58,16,9.61,112.30,72.2,14.19,6.15,Big East,Xavier,8.06,3.46,70.6,98.11,19,1.54
59,16,9.45,108.68,72.0,13.62,4.86,SEC,Alabama,9.01,4.59,71.6,95.06,18,0.44
60,18,9.39,110.67,71.8,13.51,5.29,ACC,Miami (FL),8.70,4.10,71.1,97.16,14,0.69
61,17,9.22,112.20,71.9,13.61,5.25,Big East,Butler,8.10,3.96,70.8,98.60,16,1.12
62,8,9.21,110.63,83.1,13.47,-0.64,A-Sun,Lipscomb,-1.20,9.85,70.2,97.16,29,12.95
63,6,9.12,114.76,86.9,13.36,-2.23,OVC,Belmont,-2.60,11.35,73.9,101.40,27,13.00
64,9,8.99,109.80,76.5,13.25,4.86,MWC,Fresno State,0.67,4.12,67.6,96.55,23,8.94
65,5,8.96,111.59,82.6,13.48,2.83,OVC,Murray State,-3.11,6.13,68.3,98.12,28,14.30
66,21,8.95,110.49,72.7,12.98,1.08,Big Ten,Illinois,11.53,7.87,75.2,97.52,12,-2.58
67,17,8.89,106.13,67.9,13.07,6.99,Big Ten,Rutgers,9.76,1.90,68.8,93.06,14,-0.87
68,17,8.60,107.58,67.2,13.01,9.02,SEC,Missouri,9.16,-0.42,67.8,94.57,15,-0.56
69,10,8.56,111.99,76.1,13.16,4.21,WCC,San Francisco,1.13,4.35,67.8,98.83,21,8.29
70,16,8.34,106.94,72.7,12.46,2.77,SEC,South Carolina,9.63,5.56,72.4,94.47,16,0.34
71,15,8.32,106.47,70.9,12.07,6.97,Pac-12,Arizona,6.32,1.36,68.9,94.40,17,2.00
72,16,8.29,105.97,71.4,12.30,5.97,Big East,Providence,6.71,2.33,69.8,93.67,18,1.59
73,17,8.23,110.26,76.3,12.10,0.75,Pac-12,Southern California,4.96,7.48,73.0,98.16,16,3.27
74,8,8.21,108.78,76.9,12.55,4.32,MAC (West),Toledo,0.71,3.89,68.4,96.23,25,8.52
75,10,8.17,109.29,74.7,12.12,2.62,AAC,Temple,4.93,5.55,71.5,97.17,23,3.24
76,20,8.09,109.61,68.1,11.25,5.46,Big 12,Oklahoma State,11.53,2.63,71.5,98.35,12,-3.44
77,19,7.97,109.57,68.7,11.58,6.68,ACC,Notre Dame,8.28,1.29,69.0,98.00,14,-0.30
78,19,7.88,105.38,69.9,11.31,6.46,ACC,Pittsburgh,6.69,1.42,68.7,94.07,14,1.18
79,13,7.88,109.56,77.1,11.29,0.18,Big East,St. John's (NY),5.50,7.70,74.8,98.26,21,2.38
80,13,7.84,111.98,73.4,11.58,3.84,Pac-12,Oregon State,4.29,4.00,69.8,100.40,18,3.55
81,15,7.72,106.25,70.5,11.82,5.73,AAC,Wichita State,5.91,1.99,68.7,94.43,22,1.81
82,8,7.46,107.18,77.6,11.32,5.29,Southern,Furman,-1.50,2.18,66.1,95.86,25,11.52
83,18,7.21,107.36,70.4,10.71,4.89,SEC,Texas A&M,8.59,2.33,71.8,96.65,14,-1.38
84,16,7.17,109.80,78.2,10.68,-2.36,Pac-12,UCLA,6.78,9.53,77.8,99.12,17,0.39
85,21,6.94,110.07,73.8,10.67,-1.03,Big 12,West Virginia,10.57,7.97,77.4,99.40,15,-3.64
86,18,6.93,102.16,65.3,9.88,8.66,ACC,Georgia Tech,8.15,-1.73,66.6,92.28,14,-1.22
87,17,6.81,108.75,73.8,9.99,1.56,AAC,Connecticut,4.32,5.25,71.3,98.76,16,2.48
88,14,6.80,108.96,79.5,9.54,-3.32,Big East,Georgetown,5.31,10.12,78.1,99.42,19,1.48
89,10,6.38,108.24,70.9,9.95,6.61,A-10,Davidson,1.96,-0.23,65.6,98.29,24,5.29
90,13,6.15,111.07,79.0,9.49,-3.29,WCC,Brigham Young,3.31,9.44,76.1,101.58,19,2.84
91,14,6.13,114.61,75.6,8.75,-0.41,Pac-12,Utah,5.10,6.54,74.5,105.86,17,1.03
92,15,6.12,106.47,72.0,9.40,4.68,WCC,San Diego,3.61,1.44,68.2,97.07,21,3.78
93,16,6.03,103.70,72.7,8.48,3.46,Pac-12,Stanford,5.13,2.57,71.8,95.23,15,0.90
94,17,6.00,111.86,78.4,8.53,-2.12,Big East,DePaul,4.05,8.11,76.4,103.33,19,1.94
95,14,5.96,102.33,72.4,9.12,5.85,AAC,South Florida,1.69,0.11,67.2,93.21,24,5.24
96,9,5.92,111.93,84.5,8.39,-3.40,Summit,South Dakota State,-4.74,9.32,73.5,103.54,24,11.03
97,17,5.83,108.37,70.8,8.65,2.41,ACC,Boston College,7.76,3.42,72.8,99.72,14,-1.94
98,17,5.81,112.06,72.0,9.10,3.00,AAC,Southern Methodist,4.12,2.81,70.3,102.96,15,1.69
99,6,5.70,105.56,72.3,9.43,6.00,Big West,UC Irvine,-2.30,-0.30,63.6,96.14,31,8.70
100,8,5.52,109.75,80.9,7.99,-2.44,Ivy,Yale,-1.24,7.97,73.4,101.76,22,7.50
101,21,5.31,105.77,71.1,7.52,2.58,SEC,Georgia,8.12,2.73,73.9,98.25,11,-2.81
102,13,5.29,104.71,71.7,7.33,6.04,MWC,San Diego State,2.47,-0.75,67.4,97.38,21,4.29
103,7,5.27,108.83,73.7,9.88,8.50,A-Sun,Liberty,-3.88,-3.23,61.4,98.95,29,12.36
104,10,5.21,108.44,79.6,8.24,2.46,Southern,East Tennessee State,-1.79,2.75,69.7,100.20,24,9.88
105,13,5.06,101.73,66.6,8.21,8.17,A-10,Saint Louis,2.23,-3.11,63.8,93.52,23,2.83
106,7,4.88,107.78,73.8,8.51,5.25,AEC,Vermont,-4.18,-0.37,63.0,99.27,27,10.74
107,16,4.86,99.36,68.8,7.19,9.30,MAC (East),Akron,1.09,-4.44,63.8,92.16,17,4.97
108,8,4.68,115.55,83.4,7.72,-3.97,CAA,Hofstra,-4.53,8.65,72.9,107.83,27,10.46
109,9,4.67,107.98,78.5,7.20,1.11,Horizon,Northern Kentucky,-2.39,3.55,68.9,100.78,26,9.63
110,14,4.65,105.70,71.8,7.32,2.16,AAC,Tulsa,3.86,2.48,71.0,98.39,18,0.78
111,12,4.24,106.67,78.5,6.34,-0.80,MAC (East),Bowling Green State,0.86,5.04,73.4,100.33,22,5.06
112,7,4.08,105.03,76.1,6.52,3.81,Southern,UNC Greensboro,-0.90,0.27,67.9,98.52,29,8.19
113,14,3.99,104.63,65.6,6.59,9.41,MVC,Loyola (IL),-0.16,-5.41,60.8,98.04,20,4.85
114,11,3.95,109.98,75.4,6.38,1.22,CAA,Northeastern,-0.70,2.73,70.8,103.60,23,4.65
115,14,3.85,105.71,75.3,5.95,1.89,WAC,Grand Canyon,-1.49,1.95,69.2,99.76,20,6.09
116,12,3.75,107.57,82.6,5.92,-4.44,Sun Belt,Georgia Southern,0.13,8.18,75.4,101.65,21,7.18
117,9,3.74,100.39,65.7,6.57,9.58,CUSA,Old Dominion,-1.18,-5.84,60.8,93.82,26,4.91
118,20,3.61,107.82,71.6,6.06,2.88,MWC,Boise State,1.08,0.74,68.6,101.76,13,3.06
119,23,3.57,103.20,68.1,4.60,3.53,SEC,Vanderbilt,7.79,0.03,72.3,98.60,9,-4.22
120,17,3.39,103.58,75.1,5.36,0.55,MAC (West),Ball State,1.21,2.85,71.6,98.22,16,3.52
