,losses,srs,off_rtg,pts_per_g,net_rtg,srs_def,conf_abbr,school_name,sos,srs_off,opp_pts_per_g,def_rtg,wins,mov
0,4,32.18,,90.7,,7.72,ACC,Duke,11.98,24.47,70.5,,35,20.21
1,8,26.85,,81.3,,11.17,Pac-10,Arizona,12.56,15.68,66.3,,28,15.00
2,3,25.77,,83.2,,10.50,Pac-10,Stanford,9.86,15.27,65.5,,31,17.74
3,5,25.12,,77.4,,13.87,Big Ten,Michigan State,9.54,11.25,61.8,,28,15.58
4,11,23.83,,85.2,,5.79,ACC,Maryland,11.00,18.04,72.4,,25,12.83
5,8,23.32,,77.9,,11.37,Big Ten,Illinois,11.38,11.95,65.9,,27,11.94
6,7,21.36,,80.9,,7.95,SEC (East),Florida,7.55,13.41,67.1,,24,13.81
7,11,20.53,,76.5,,11.17,ACC,Wake Forest,10.50,9.36,66.5,,19,10.03
8,10,20.32,,79.8,,6.42,SEC (East),Kentucky,11.12,13.90,70.6,,24,9.21
9,7,20.23,,82.0,,5.54,Big 12,Kansas,9.04,14.69,69.3,,26,12.76
10,7,19.95,,79.1,,7.12,ACC,North Carolina,11.77,12.84,70.9,,26,8.18
11,9,18.93,,85.0,,2.77,ACC,Virginia,8.73,16.17,74.8,,20,10.21
12,5,17.99,,79.6,,7.28,Big East (East),Boston College,5.19,10.71,66.5,,27,13.06
13,13,17.58,,70.8,,11.71,Big Ten,Indiana,11.05,5.87,64.3,,21,6.53
14,11,17.25,,79.9,,6.18,SEC (West),Arkansas,6.15,11.07,68.8,,20,11.10
15,9,17.13,,79.5,,3.44,Pac-10,UCLA,12.07,13.69,74.4,,23,5.06
16,10,16.54,,77.1,,5.53,Pac-10,Southern California,10.84,11.00,71.2,,24,5.88
17,13,16.20,,70.4,,12.57,A-10,Temple,9.77,3.63,63.9,,24,6.43
18,10,16.19,,73.9,,9.62,CUSA (American),Cincinnati,7.85,6.57,65.5,,25,8.34
19,6,15.90,,79.1,,5.91,Big 12,Iowa State,4.87,9.99,68.2,,25,10.84
20,11,15.68,,71.2,,10.36,Big Ten,Ohio State,8.16,5.31,63.6,,20,7.52
21,7,15.65,,81.5,,2.56,WAC,Fresno State,5.13,13.08,71.0,,26,10.52
22,7,15.56,,74.4,,9.83,Big 12,Oklahoma,5.50,5.73,64.3,,26,10.06
23,11,15.54,,80.8,,0.93,SEC (East),Tennessee,10.32,14.60,75.6,,22,5.21
24,8,15.10,,71.3,,12.26,SEC (West),Mississippi,9.24,2.84,64.6,,27,6.69
25,11,14.91,,59.4,,20.14,Big Ten,Wisconsin,12.08,-5.24,56.6,,18,2.83
26,11,14.77,,74.3,,7.34,Pac-10,California,9.09,7.43,68.6,,20,5.68
27,15,14.71,,74.7,,5.76,Big Ten,Purdue,9.24,8.95,68.9,,17,5.78
28,13,14.52,,75.6,,6.71,ACC,Georgia Tech,11.79,7.81,72.9,,17,2.73
29,10,14.36,,77.9,,4.05,Big East (West),Notre Dame,5.69,10.30,69.3,,20,8.67
30,12,14.25,,74.1,,4.81,Big Ten,Iowa,10.71,9.44,70.5,,23,3.54
31,9,14.25,,70.5,,10.44,Big 12,Texas,8.89,3.82,65.0,,25,5.44
32,11,14.24,,78.3,,2.62,CUSA (American),Charlotte,7.91,11.63,71.9,,22,6.33
33,11,14.04,,76.7,,5.32,SEC (West),Alabama,6.29,8.72,68.9,,25,7.75
34,10,13.74,,76.1,,7.00,Big East (East),Providence,5.44,6.75,66.1,,21,10.00
35,11,13.24,,76.8,,6.00,WAC,Tulsa,5.10,7.24,68.6,,26,8.14
36,15,13.22,,75.1,,5.31,CUSA (National),Memphis,7.11,7.92,67.9,,21,7.17
37,13,13.05,,74.9,,4.90,SEC (West),Mississippi State,8.76,8.15,70.6,,18,4.29
38,7,12.73,,79.5,,2.11,A-10,Saint Joseph's,4.46,10.62,71.3,,26,8.27
39,15,12.72,,72.8,,5.82,SEC (East),Georgia,12.75,6.90,72.8,,16,-0.03
40,7,12.57,,82.4,,0.40,WCC,Gonzaga,0.32,12.17,68.8,,26,13.58
41,8,12.55,,69.6,,11.38,MW Coll,Butler,3.98,1.17,60.8,,24,8.81
42,12,12.43,,76.8,,-0.61,Big Ten,Penn State,10.55,13.03,74.9,,21,1.88
43,8,12.41,,72.7,,8.74,MVC,Creighton,3.01,3.67,63.3,,24,9.41
44,16,12.36,,73.8,,7.29,ACC,NC State,10.81,5.06,72.3,,13,1.55
45,8,12.15,,73.4,,6.59,A-10,Xavier,4.60,5.56,65.9,,21,7.55
46,8,12.06,,78.0,,5.04,Big East (West),Georgetown,1.58,7.02,67.5,,25,10.48
47,11,11.84,,93.6,,-10.56,WAC,TCU,1.74,22.39,82.3,,20,11.35
48,14,11.51,,77.4,,2.29,SEC (West),Auburn,7.16,9.22,73.1,,18,4.34
49,9,11.15,,72.8,,6.32,Big East (West),Syracuse,5.82,4.83,67.5,,25,5.32
50,15,11.11,,80.6,,-1.97,Big 12,Colorado,5.66,13.08,75.0,,15,5.63
51,16,11.10,,73.1,,4.73,Pac-10,Arizona State,9.00,6.37,71.0,,13,2.10
52,9,10.99,,70.2,,10.82,CUSA (National),Southern Mississippi,4.52,0.17,62.5,,22,7.74
53,9,10.95,,70.4,,8.65,MWC,Brigham Young,3.48,2.30,62.7,,24,7.73
54,10,10.83,,71.0,,8.40,Big 12,Oklahoma State,4.73,2.43,64.5,,20,6.43
55,16,10.76,,71.3,,7.39,SEC (West),Louisiana State,7.66,3.38,68.2,,13,3.10
56,13,10.76,,75.5,,2.91,Big 12,Missouri,9.20,7.85,72.8,,20,2.76
57,13,10.49,,74.4,,4.69,CUSA (National),South Florida,5.49,5.80,69.4,,18,5.00
58,12,10.30,,71.8,,7.85,MWC,Utah,6.15,2.45,63.1,,19,8.71
59,12,10.17,,73.4,,5.56,Big East (East),Connecticut,5.43,4.62,68.3,,20,5.09
60,15,10.06,,68.1,,9.72,SEC (East),South Carolina,9.06,0.34,67.1,,15,1.00
61,14,10.03,,70.1,,8.00,CUSA (American),Saint Louis,5.91,2.03,66.0,,17,4.13
62,6,9.99,,70.7,,11.31,Big West,Utah State,-1.48,-1.32,57.6,,28,13.09
63,9,9.74,,75.6,,3.77,WCC,Pepperdine,1.78,5.98,67.6,,22,7.97
64,13,9.71,,71.1,,6.32,A-10,Dayton,6.12,3.39,67.5,,21,3.59
65,14,9.44,,72.8,,2.19,Big Ten,Minnesota,9.47,7.25,72.2,,18,0.66
66,7,9.08,,70.0,,8.84,CAA,Richmond,-0.10,0.24,60.8,,22,9.17
67,15,9.03,,73.5,,3.31,Big East (East),St. John's (NY),8.27,5.72,72.7,,14,0.76
68,10,8.94,,76.1,,-0.61,MWC,Wyoming,3.87,9.55,70.6,,20,5.50
69,14,8.73,,78.1,,-2.20,Pac-10,Oregon,7.91,10.92,77.3,,14,0.82
70,10,8.69,,70.3,,8.34,MAC (East),Kent State,1.44,0.34,62.3,,24,8.03
71,7,8.69,,74.3,,7.28,Sun Belt (East),Western Kentucky,-1.63,1.41,60.9,,24,13.35
72,15,8.66,,70.6,,5.10,SEC (East),Vanderbilt,8.97,3.56,70.7,,15,-0.13
73,18,8.37,,77.2,,-0.55,A-10,George Washington,6.30,8.92,75.1,,14,2.06
74,13,8.17,,76.6,,-0.70,Big East (East),Villanova,6.46,8.86,74.9,,18,1.71
75,16,7.94,,71.1,,4.51,Big 12,Nebraska,7.28,3.43,69.5,,14,1.60
76,15,7.88,,68.0,,7.13,A-10,Massachusetts,8.05,0.75,68.2,,15,-0.17
77,12,7.83,,70.3,,7.24,MW Coll,Detroit Mercy,2.44,0.59,64.4,,25,5.92
78,12,7.79,,76.9,,2.62,WAC,Southern Methodist,3.93,5.17,71.8,,18,5.03
79,9,7.78,,80.3,,-0.63,WAC,UTEP,3.01,8.42,74.6,,23,5.72
80,12,7.74,,74.4,,2.61,A-10,St. Bonaventure,4.54,5.13,71.2,,18,3.20
81,13,7.54,,70.3,,6.63,Big East (East),Miami (FL),4.92,0.91,67.7,,16,2.62
82,12,7.39,,71.3,,6.96,Big 12,Baylor,2.56,0.43,64.5,,19,6.71
83,14,7.38,,68.1,,8.41,Big East (West),Pittsburgh,5.19,-1.03,65.3,,19,2.76
84,11,7.01,,72.4,,4.20,MAC (West),Toledo,1.44,2.82,66.8,,22,5.58
85,12,6.97,,72.9,,2.41,MVC,Indiana State,2.51,4.56,67.8,,22,5.12
86,13,6.97,,69.4,,5.33,MWC,New Mexico,5.27,1.64,66.6,,21,2.82
87,14,6.88,,72.7,,3.26,WAC,Hawaii,7.23,3.62,73.1,,17,-0.35
88,14,6.79,,65.6,,8.78,CUSA (American),Marquette,6.62,-1.99,65.4,,15,0.17
89,14,6.63,,72.1,,4.07,CUSA (National),UAB,4.08,2.56,69.6,,17,2.55
90,15,6.48,,74.4,,0.61,Big East (West),Seton Hall,6.03,5.87,73.9,,16,0.45
91,9,5.97,,75.2,,0.62,MVC,Illinois State,0.57,5.35,69.8,,21,5.40
