,wins_home,losses,srs,ft,stl,win_loss_pct,pf,wins_visitor,mp,fga,fta,fg3_pct,fg,trb,losses_conf,sos,school_name,fg3,pts,orb,fg_pct,ast,wins_conf,losses_visitor,wins,ft_pct,fg3a,blk,opp_pts,tov,g,losses_home
0,7,16,-5.45,353,158,.385,546,3,1040,1428,541,.383,612,879,12,2.64,Air Force,196,1773,287,.429,361,2,10,10,.652,512,81,1813,370,26,6
1,11,10,5.57,464,256,.630,474,6,,1548,668,.310,731,945,5,-0.66,Akron,108,2034,313,.472,391,13,7,17,.695,348,91,1825,386,27,3
2,8,16,7.74,384,219,.484,572,4,,1953,548,.324,799,1267,10,6.47,Alabama,186,2168,495,.409,348,6,5,15,.701,574,169,2139,473,31,6
3,8,17,-16.77,443,245,.393,545,2,,1508,706,.359,671,1022,10,-10.27,Alabama State,129,1914,367,.445,254,6,12,11,.627,359,61,2065,579,28,4
4,9,15,-12.49,370,221,.444,539,3,,1641,600,.334,745,1038,8,-8.28,Alcorn State,136,1996,380,.454,376,8,11,12,.617,407,90,2040,475,27,2
5,7,19,-4.91,371,204,.321,527,1,1120,1488,538,.345,597,964,11,-0.50,American,160,1725,356,.401,284,5,12,9,.690,464,89,1834,471,28,6
6,12,8,-3.09,467,224,.724,512,7,,1646,731,.306,741,1068,2,-5.82,Appalachian State,140,2089,375,.450,412,13,4,21,.639,458,112,1917,432,29,3
7,15,5,24.56,616,352,.857,578,9,,2350,860,.377,1146,1372,1,8.36,Arizona,269,3177,513,.488,677,17,2,30,.716,714,113,2610,502,35,0
8,14,14,7.92,493,290,.563,558,4,,2118,661,.360,1019,1169,10,7.98,Arizona State,172,2703,379,.481,639,8,7,18,.746,478,114,2688,537,32,4
9,15,9,16.17,511,356,.727,680,5,1325,2208,788,.353,984,1306,5,5.79,Arkansas,237,2716,524,.446,526,11,6,24,.648,671,158,2389,548,33,0
10,10,9,1.22,426,199,.690,571,8,,1660,606,.397,767,966,4,-3.09,Arkansas State,210,2170,312,.462,453,14,6,20,.703,529,107,2045,436,29,2
11,,23,,,,.148,,,,,,,,,,,Arkansas-Pine Bluff,,,421,,,,,4,,,,2105,,27,
12,6,19,-20.38,377,198,.296,525,2,,1441,559,.345,593,834,10,-8.19,Army,167,1730,275,.412,324,2,11,8,.674,484,56,2028,482,27,7
13,11,14,7.44,385,215,.533,560,4,,1766,596,.324,743,1183,9,5.94,Auburn,197,2068,442,.421,372,7,8,16,.646,608,152,2019,492,30,3
14,11,11,-4.73,347,269,.607,470,5,1125,1682,532,.333,741,1038,7,-7.23,Austin Peay,184,2013,387,.441,426,11,7,17,.652,552,125,1889,435,28,2
15,14,8,7.46,454,349,.724,606,7,,1814,686,.301,852,1012,4,0.68,Ball State,116,2274,408,.470,426,14,6,21,.662,386,67,2005,433,29,1
16,9,14,3.19,401,189,.500,542,3,,1629,648,.334,676,1083,8,4.90,Baylor,217,1970,362,.415,394,8,9,14,.619,650,116,2018,453,28,4
17,1,26,-27.28,362,252,.037,647,0,,1557,636,.242,590,933,17,-8.94,Bethune-Cookman,102,1644,369,.379,240,1,14,1,.569,421,80,2139,631,27,11
18,13,13,2.47,478,288,.567,639,3,,1592,665,.394,736,838,7,-0.53,Boise State,221,2171,301,.462,435,9,11,17,.719,561,85,2072,490,30,0
19,10,16,5.14,412,238,.484,522,4,,1756,640,.338,791,1107,12,6.47,Boston College,173,2167,387,.450,406,6,7,15,.644,512,109,2198,496,31,6
20,10,11,-0.03,488,209,.633,613,6,,1643,744,.359,718,1124,6,-2.53,Boston University,177,2101,371,.437,460,12,8,19,.656,493,87,2026,475,30,2
21,7,16,-3.20,409,176,.385,491,2,,1394,573,.365,592,814,11,0.96,Bowling Green State,183,1776,285,.425,322,7,11,10,.714,501,44,1856,397,26,5
22,9,14,4.23,439,196,.517,507,4,,1487,644,.363,656,1061,9,2.12,Bradley,121,1872,314,.441,433,9,9,15,.682,333,116,1772,438,29,4
23,4,21,-0.11,534,194,.300,638,4,,1571,749,.304,589,1060,10,6.12,Brigham Young,194,1906,381,.375,355,4,8,9,.713,638,72,2093,486,30,11
24,4,20,-17.26,350,125,.231,480,1,,1313,544,.307,502,855,11,-5.95,Brown,124,1478,260,.382,272,3,10,6,.643,404,39,1772,380,26,8
25,8,15,-6.82,407,175,.464,537,4,,1495,592,.362,676,970,4,-6.82,Bucknell,188,1947,321,.452,349,8,9,13,.688,520,91,1922,471,28,3
26,8,13,-6.20,510,175,.536,494,5,,1574,701,.337,709,968,7,-6.39,Buffalo,170,2098,297,.450,442,9,8,15,.728,505,67,2033,362,28,4
27,13,11,4.87,616,177,.667,612,5,,1642,929,.318,730,1163,6,2.77,Butler,152,2228,370,.445,400,8,8,22,.663,478,96,2052,491,33,1
28,11,14,-7.96,555,212,.500,569,3,,1759,791,.376,783,999,9,-3.48,Cal Poly,246,2367,346,.445,407,7,10,14,.702,654,63,2398,418,28,4
29,7,16,-3.54,418,224,.429,571,4,,1675,680,.362,728,1016,10,-0.98,Cal State Fullerton,182,2056,380,.435,368,6,9,12,.615,503,95,2085,483,28,6
30,7,16,-1.35,521,227,.429,691,3,,1761,749,.375,797,1085,9,-3.27,Cal State Northridge,241,2356,414,.453,467,7,11,12,.696,643,74,2242,511,28,4
31,9,15,8.33,417,227,.444,519,3,,1578,618,.305,691,959,10,7.95,California,100,1899,330,.438,321,8,10,12,.675,328,97,1876,422,27,5
32,6,17,-18.24,357,174,.370,501,4,,1461,549,.343,592,974,12,-7.74,Campbell,185,1726,336,.405,364,4,9,10,.650,539,117,1921,474,27,8
33,7,14,-3.12,405,145,.481,477,5,,1483,600,.345,642,952,9,-0.49,Canisius,155,1844,356,.433,387,9,7,13,.675,449,71,1915,381,27,5
34,6,20,-12.14,444,226,.333,632,4,,1664,700,.370,730,1071,8,-7.41,Centenary (LA),168,2072,,.439,380,8,12,10,.634,454,75,2214,,30,5
35,2,22,-17.57,300,198,.154,537,1,,1537,447,.344,628,956,13,-6.29,Central Connecticut State,149,1705,359,.409,320,3,12,4,.671,433,88,1996,500,26,8
36,8,11,-5.09,417,258,.607,591,8,,1675,630,.350,788,1071,5,-7.94,Central Florida,137,2130,375,.470,429,11,6,17,.662,391,116,1998,469,28,5
37,4,21,-11.57,403,152,.192,585,1,,1416,593,.345,612,879,15,2.47,Central Michigan,161,1788,260,.432,320,3,13,5,.680,466,79,2117,539,26,7
38,5,22,-20.46,361,169,.185,605,0,,1509,564,.376,694,946,10,-8.34,Charleston Southern,134,1883,318,.460,319,2,14,5,.640,356,73,2127,532,27,6
39,10,11,12.21,471,266,.645,561,6,,1866,665,.343,816,1176,3,6.72,Charlotte,180,2283,426,.437,481,13,7,20,.708,525,73,2113,447,31,1
40,10,15,-8.71,319,176,.464,497,3,,1550,461,.363,626,950,7,-4.84,Chattanooga,200,1771,405,.404,372,7,8,13,.692,551,42,1809,371,28,4
41,1,25,-25.23,311,240,.074,583,1,,1856,507,.299,686,1012,14,-3.60,Chicago State,154,1837,451,.370,311,2,15,2,.613,515,86,2421,439,27,10
42,19,6,17.85,610,258,.818,633,6,,1886,898,.347,861,1324,2,4.97,Cincinnati,178,2510,521,.457,414,14,4,27,.679,513,146,2085,526,33,1
43,11,14,17.17,461,256,.563,683,4,,1783,751,.338,842,1082,9,10.33,Clemson,164,2309,396,.472,484,7,6,18,.614,485,90,2090,406,32,3
44,9,15,-2.62,423,204,.444,602,3,,1490,645,.332,595,998,8,3.27,Cleveland State,130,1743,382,.399,277,6,11,12,.656,391,87,1904,502,27,4
45,7,19,-19.47,367,237,.296,546,1,,1480,531,.337,577,883,8,-9.30,Coastal Carolina,154,1675,371,.390,306,4,13,8,.691,457,39,1868,469,27,5
46,5,18,-9.74,415,267,.357,574,3,,1754,580,.326,726,1022,7,-6.77,Colgate,208,2075,365,.414,390,5,12,10,.716,638,73,2158,425,28,5
47,16,6,4.44,429,329,.800,487,8,,1701,618,.344,784,1079,2,-9.03,College of Charleston,105,2102,389,.461,434,14,3,24,.694,305,125,1662,401,30,2
48,11,14,2.15,453,177,.481,492,2,,1638,658,.347,661,1058,9,4.45,Colorado,153,1928,406,.404,417,7,7,13,.688,441,109,1970,386,27,5
49,12,9,6.28,444,194,.690,504,8,,1545,661,.342,703,1053,6,1.68,Colorado State,149,1999,350,.455,450,8,5,20,.672,436,129,1802,368,29,3
50,5,15,-13.46,307,184,.423,521,5,,1221,489,.320,516,826,8,-8.14,Columbia,148,1487,221,.423,306,6,7,11,.628,463,54,1616,406,26,6
51,18,5,20.67,610,314,.865,671,7,,2188,832,.357,1003,1447,3,7.89,Connecticut,220,2836,520,.458,529,15,3,32,.733,616,148,2363,525,37,0
52,8,8,-2.39,535,299,.724,635,10,,1767,734,.353,757,1070,1,-10.28,Coppin State,202,2251,379,.428,293,17,4,21,.729,572,61,2022,480,29,1
53,7,17,-11.65,297,150,.346,500,2,,1439,468,.313,605,995,8,-8.21,Cornell,122,1629,348,.420,333,6,9,9,.635,390,110,1699,402,26,4
54,12,10,6.28,451,261,.643,573,6,,1589,656,.363,723,1032,6,1.21,Creighton,203,2100,327,.455,430,12,7,18,.688,559,127,1958,460,28,2
55,4,19,-15.62,270,124,.269,471,3,,1310,434,.320,532,880,10,-7.12,Dartmouth,140,1474,278,.406,284,4,10,7,.622,437,73,1695,404,26,7
56,10,10,-0.71,435,223,.667,584,6,,1726,646,.351,747,1117,2,-3.74,Davidson,209,2138,416,.433,472,13,5,20,.673,595,61,1987,501,30,3
57,14,12,8.80,605,183,.636,593,4,,1914,843,.374,862,1300,5,4.04,Dayton,182,2511,485,.450,444,11,6,21,.718,486,69,2354,475,33,4
