,wins_home,losses,srs,ft,stl,win_loss_pct,pf,wins_visitor,mp,fga,fta,fg3_pct,fg,trb,losses_conf,sos,school_name,fg3,pts,orb,fg_pct,ast,wins_conf,losses_visitor,wins,ft_pct,fg3a,blk,opp_pts,tov,g,losses_home
0,13,14,4.06,379,206,.563,557,3,1285,1690,531,.382,795,889,8,4.16,Air Force,272,2241,240,.470,508,8,11,18,.714,712,55,2170,380,32,2
1,15,7,8.12,436,231,.788,577,7,1340,1874,678,.332,852,1145,2,0.18,Akron,229,2369,425,.455,485,14,4,26,.643,689,189,2071,458,33,1
2,16,13,9.82,455,294,.639,619,4,1455,1887,648,.335,808,1051,6,5.96,Alabama,197,2268,381,.428,380,12,8,23,.702,588,160,2102,451,36,4
3,7,20,-18.41,410,182,.355,550,3,1255,1746,651,.294,696,992,12,-9.82,Alabama A&M,155,1957,377,.399,367,6,12,11,.630,528,102,2160,444,31,6
4,7,22,-17.90,343,202,.313,598,3,1290,1800,575,.302,734,1025,10,-9.03,Alabama State,168,1979,398,.408,371,8,14,10,.597,557,103,2231,479,32,5
5,11,11,-0.86,516,192,.686,564,11,1405,1748,700,.370,761,1022,7,-4.51,Albany (NY),213,2251,345,.435,394,9,5,24,.737,575,71,2123,468,35,4
6,5,24,-14.27,438,221,.294,677,4,1366,1888,705,.294,726,1025,10,-7.11,Alcorn State,165,2055,342,.385,308,8,14,10,.621,562,130,2248,512,34,8
7,7,20,-8.55,326,101,.333,431,3,1215,1491,460,.362,616,885,9,-2.52,American,177,1735,270,.413,348,5,14,10,.709,489,75,1916,364,30,6
8,10,16,-7.88,456,212,.484,575,4,1270,1781,662,.359,777,986,8,-5.74,Appalachian State,201,2211,352,.436,356,10,11,15,.689,560,119,2221,420,31,4
9,14,8,17.31,541,234,.771,584,7,1405,1933,722,.371,880,1172,6,7.48,Arizona,269,2570,393,.455,476,12,4,27,.749,725,134,2226,458,35,2
10,16,13,8.82,458,222,.629,553,4,1425,1964,706,.346,902,1168,9,4.57,Arizona State,250,2512,338,.459,497,9,7,22,.649,722,211,2363,445,35,4
11,17,13,9.83,462,295,.594,649,1,1290,1960,687,.300,852,1018,8,4.99,Arkansas,192,2358,386,.435,475,10,9,19,.672,639,159,2203,372,32,1
12,13,12,0.79,520,256,.613,543,5,1275,1737,762,.311,705,1037,8,-4.34,Arkansas State,197,2127,392,.406,324,12,9,19,.682,633,95,1944,408,31,2
13,9,14,-12.21,355,297,.533,533,6,1206,1707,563,.302,683,944,3,-8.28,Arkansas-Pine Bluff,159,1880,351,.400,382,15,12,16,.631,526,99,1998,433,30,0
14,9,15,-1.48,461,160,.516,601,6,1253,1723,628,.370,767,1015,6,-4.51,Army,250,2245,328,.445,442,8,10,16,.734,675,99,2112,437,31,4
15,7,23,0.23,439,222,.281,657,1,1305,1777,627,.311,726,979,15,4.20,Auburn,183,2074,329,.409,396,3,9,9,.700,589,124,2201,427,32,10
16,5,23,-12.31,426,194,.258,490,2,1265,1714,633,.383,783,962,12,-4.28,Austin Peay,226,2218,315,.457,455,4,12,8,.673,590,159,2371,502,31,8
17,8,15,-6.70,468,193,.500,516,7,1200,1542,718,.327,656,990,8,-3.14,Ball State,177,1957,369,.425,355,8,6,15,.652,542,71,2041,455,30,8
18,15,14,15.07,550,243,.622,632,4,1489,2178,796,.353,1002,1280,9,7.12,Baylor,257,2811,443,.460,586,9,7,23,.691,728,166,2456,440,37,5
19,13,7,10.41,442,322,.788,604,9,1325,1844,604,.383,906,966,2,-0.92,Belmont,279,2533,306,.491,516,14,4,26,.732,729,88,2129,440,33,0
20,9,20,-9.51,463,246,.412,698,2,1370,1957,742,.306,815,1068,9,-6.41,Bethune-Cookman,190,2283,425,.416,439,7,14,14,.624,620,125,2318,420,34,4
21,2,27,-18.51,344,173,.100,507,1,1200,1580,533,.286,588,943,15,-3.68,Binghamton,156,1676,303,.372,247,1,14,3,.645,546,74,2081,461,30,12
22,14,11,9.38,446,212,.656,599,5,1285,1790,597,.391,824,988,7,5.21,Boise State,249,2343,323,.460,423,9,8,21,.747,637,54,2095,385,32,1
23,12,17,6.11,481,184,.485,519,3,1325,1701,676,.353,750,951,11,7.04,Boston College,234,2215,289,.441,404,7,7,16,.712,662,86,2246,376,33,6
24,9,13,-0.58,317,223,.567,504,7,1210,1647,436,.370,739,862,5,-3.92,Boston University,240,2035,254,.449,408,11,9,17,.727,648,53,1935,374,30,3
25,11,19,-3.32,346,236,.406,515,1,1300,1795,484,.306,753,1000,9,-1.75,Bowling Green State,158,2010,349,.419,385,7,12,13,.715,516,136,2033,410,32,5
26,14,17,1.25,434,318,.514,615,4,1410,2006,600,.319,876,1048,11,1.96,Bradley,185,2371,373,.437,439,7,10,18,.723,580,84,2396,415,35,4
