,wins_home,losses,srs,ft,stl,win_loss_pct,pf,wins_visitor,mp,fga,fta,fg3_pct,fg,trb,losses_conf,sos,school_name,fg3,pts,orb,fg_pct,ast,wins_conf,losses_visitor,wins,ft_pct,fg3a,blk,opp_pts,tov,g,losses_home
53,7,19,-11.34,377,181,.345,540,3,1180,1596,550,.370,693,996,8,-6.52,Colgate,192,1955,320,.434,384,6,11,10,.685,519,59,2069,434,29,6
54,12,12,-0.81,323,199,.647,574,8,1365,2073,435,.371,950,1078,4,-2.46,College of Charleston,326,2549,301,.458,445,14,9,22,.743,879,162,2493,382,34,1
55,13,16,7.01,561,256,.484,659,1,1250,1634,732,.388,773,884,10,7.70,Colorado,206,2313,228,.473,443,6,10,15,.766,531,70,2299,409,31,3
56,11,16,1.35,535,231,.500,658,3,1290,1637,791,.353,704,1105,9,3.61,Colorado State,177,2120,354,.430,340,7,11,16,.676,502,78,2134,485,32,4
57,7,17,-11.75,371,208,.393,552,4,1120,1452,553,.376,590,925,9,-6.04,Columbia,135,1686,303,.406,279,5,11,11,.671,359,52,1828,401,28,6
58,15,16,12.50,571,220,.529,538,2,1360,1877,829,.310,842,1338,11,9.15,Connecticut,125,2380,460,.449,461,7,9,18,.689,403,260,2266,506,34,4
59,7,22,-14.89,377,185,.267,561,1,1210,1680,511,.317,654,1003,13,-6.81,Coppin State,148,1833,337,.389,304,3,15,8,.738,467,63,2029,419,30,6
60,11,5,8.76,393,243,.853,598,13,1370,1894,538,.430,913,1149,1,-0.91,Cornell,326,2596,349,.482,543,13,3,29,.730,759,122,2192,414,34,1
61,15,16,3.59,499,174,.529,621,3,1370,1870,693,.336,812,1194,8,3.15,Creighton,251,2374,357,.434,465,10,10,18,.720,746,111,2320,414,34,2
62,5,23,-18.46,263,178,.179,512,0,1120,1506,401,.294,574,862,13,-5.46,Dartmouth,102,1513,286,.381,285,1,13,5,.656,347,64,1835,376,28,10
63,10,15,-2.26,405,141,.516,603,5,1260,1775,598,.365,759,1148,7,-1.26,Davidson,279,2240,371,.428,474,11,5,16,.677,765,112,2200,421,31,4
64,16,12,13.25,525,237,.676,729,6,1495,2050,789,.344,909,1432,8,5.61,Dayton,256,2599,439,.443,544,8,7,25,.665,744,128,2305,536,37,2
65,5,24,-7.86,421,156,.226,649,2,1270,1751,602,.293,685,1078,15,1.37,Delaware,174,1965,400,.391,361,3,13,7,.699,594,73,2251,411,31,10
66,12,12,-9.08,338,239,.586,440,4,1170,1485,499,.327,607,809,5,-7.60,Delaware State,145,1697,328,.409,300,11,8,17,.677,444,71,1691,332,29,3
67,15,13,-2.76,450,181,.594,697,2,1280,1406,630,.395,689,768,8,-4.89,Denver,251,2079,156,.490,465,10,11,19,.714,635,97,2012,378,32,1
68,6,23,1.61,308,236,.258,570,0,1260,1771,529,.314,704,1036,17,7.58,DePaul,175,1891,372,.398,366,1,11,8,.582,558,97,2073,338,31,9
69,11,14,1.35,556,255,.588,631,6,1370,1805,849,.333,829,1225,9,-1.59,Detroit Mercy,146,2360,401,.459,464,9,8,20,.655,438,133,2234,530,34,5
70,8,19,0.54,437,182,.424,551,4,1325,1694,577,.381,738,939,11,3.34,Drake,284,2197,221,.436,386,7,8,14,.757,746,67,2259,332,33,8
71,10,16,-0.03,427,190,.500,665,6,1285,1802,650,.312,732,1152,7,0.19,Drexel,153,2044,407,.406,397,11,11,16,.657,490,113,2051,387,32,4
72,17,5,25.21,682,266,.875,722,5,1600,2375,899,.385,1049,1560,3,9.21,Duke,301,3079,569,.442,555,13,5,35,.759,782,162,2441,429,40,0
73,11,16,0.79,441,259,.500,602,3,1325,1920,730,.261,819,1195,9,1.95,Duquesne,172,2251,417,.427,441,7,12,16,.604,659,138,2284,457,32,3
74,5,21,-5.91,480,199,.323,546,4,1245,1641,685,.326,717,1103,12,4.42,East Carolina,168,2082,348,.437,367,4,8,10,.701,515,106,2323,518,31,9
75,9,15,-0.83,537,293,.571,673,9,1405,1978,815,.308,855,1277,7,-1.47,East Tennessee State,177,2424,445,.432,382,13,9,20,.659,575,112,2362,519,35,5
76,12,12,-5.00,423,192,.613,519,7,1260,1690,587,.375,780,1084,7,-5.00,Eastern Illinois,129,2112,349,.462,465,11,7,19,.721,344,104,2023,420,31,4
77,15,13,-2.07,332,234,.606,544,4,1320,1790,460,.397,846,886,7,-5.16,Eastern Kentucky,327,2351,243,.473,514,11,10,20,.722,823,76,2208,319,33,3
78,11,15,-3.46,497,216,.531,569,5,1290,1711,755,.305,713,1126,8,-3.59,Eastern Michigan,201,2124,370,.417,399,8,9,17,.658,659,92,2096,435,32,4
79,7,21,-11.91,413,186,.300,626,2,1210,1739,579,.355,723,1021,11,-1.91,Eastern Washington,206,2065,303,.416,408,5,13,9,.713,581,74,2288,452,30,6
80,4,23,-10.40,392,192,.281,599,4,1290,1837,605,.320,760,1060,13,-3.04,Elon,229,2141,329,.414,401,5,12,9,.648,716,64,2335,422,32,7
81,7,21,-4.61,470,153,.300,642,2,1215,1550,652,.355,668,1001,15,1.82,Evansville,138,1944,286,.431,423,3,11,9,.721,389,50,2068,431,30,9
82,12,11,0.40,487,253,.676,627,9,1380,1996,699,.335,860,1243,5,-3.33,Fairfield,207,2414,455,.431,473,13,9,23,.697,618,174,2287,452,34,2
83,7,21,-15.56,481,176,.344,610,4,1285,1678,743,.322,701,1128,8,-6.42,Fairleigh Dickinson,144,2027,319,.418,361,10,12,11,.647,447,127,2279,497,32,7
84,13,13,11.89,472,243,.618,501,5,1375,2006,671,.313,890,1265,7,7.16,Florida,203,2455,455,.444,479,9,5,21,.703,648,94,2258,423,34,4
85,6,22,-18.80,427,178,.290,591,3,1245,1681,667,.308,683,1042,11,-6.41,Florida A&M,172,1965,358,.406,312,5,13,9,.640,558,82,2270,485,31,6
86,9,16,-4.48,424,172,.467,632,5,1225,1824,626,.381,779,1061,8,-3.30,Florida Atlantic,220,2202,366,.427,431,10,10,14,.677,577,137,2205,370,30,4
87,5,21,,393,232,.276,628,1,1165,1609,606,.303,679,1035,14,,Florida Gulf Coast,124,1875,395,.422,403,4,13,8,.649,409,102,2082,494,29,7
88,4,25,-12.81,436,254,.219,623,3,1290,1882,624,.289,782,1053,14,-2.74,Florida International,176,2176,384,.416,395,4,15,7,.699,609,60,2469,435,32,9
89,13,10,14.64,431,267,.688,575,6,1285,1734,669,.334,783,1211,6,6.79,Florida State,186,2183,406,.452,446,10,5,22,.644,557,200,1932,528,32,3
90,2,26,-13.18,369,157,.071,556,0,1120,1698,544,.278,645,1046,16,2.08,Fordham,134,1793,360,.380,273,0,15,2,.678,482,115,2220,436,28,10
91,12,18,0.14,473,261,.455,555,3,1320,1763,698,.319,750,1104,9,1.31,Fresno State,215,2188,343,.425,466,7,11,15,.678,675,143,2207,462,33,6
92,8,17,-7.01,505,148,.433,631,4,1205,1620,706,.352,676,1074,11,-4.83,Furman,195,2052,326,.417,347,7,9,13,.715,554,154,2059,433,30,6
93,5,21,-20.32,329,201,.276,588,3,1175,1749,512,.334,739,1044,13,-5.61,Gardner-Webb,198,2005,352,.423,414,5,11,8,.643,592,73,2257,525,29,10
94,11,15,-0.44,462,210,.531,557,5,1290,1729,720,.343,759,1111,6,0.06,George Mason,165,2145,365,.439,379,12,8,17,.642,481,128,2161,438,32,5
95,8,15,3.12,460,244,.516,647,7,1250,1800,705,.330,783,1197,10,0.96,George Washington,154,2180,431,.435,398,6,8,16,.652,467,109,2113,443,31,7
96,12,11,17.03,478,237,.676,579,6,1360,1815,672,.387,905,1132,8,9.56,Georgetown,212,2500,333,.499,524,10,5,23,.711,548,161,2246,473,34,4
97,12,17,7.33,460,187,.452,503,0,1245,1664,641,.366,759,1117,11,8.04,Georgia,150,2128,385,.456,425,5,12,14,.718,410,145,2150,471,31,4
98,8,23,-12.57,447,259,.281,693,1,1290,1849,665,.378,791,985,12,-1.67,Georgia Southern,231,2260,368,.428,444,6,16,9,.672,611,106,2529,512,32,6
99,9,20,-3.74,378,231,.375,599,1,1295,1770,551,.315,740,1082,13,-1.48,Georgia State,135,1993,423,.418,356,5,12,12,.686,428,106,2039,432,32,5
100,14,13,14.11,512,288,.639,670,3,1445,2064,779,.363,948,1430,9,9.02,Georgia Tech,213,2621,464,.459,508,7,8,23,.657,587,190,2365,574,36,2
101,14,7,12.11,608,227,.794,614,6,1375,1856,916,.353,912,1286,2,3.83,Gonzaga,182,2614,358,.491,456,12,3,27,.664,516,142,2291,444,34,1
102,4,21,-23.05,392,210,.250,624,2,1135,1551,570,.347,613,930,14,-12.75,Grambling,166,1784,299,.395,315,4,13,7,.688,479,73,2048,438,28,7
103,11,13,0.33,499,213,.629,649,9,1420,1905,680,.376,832,1142,7,0.75,Green Bay,234,2397,390,.437,410,11,7,22,.734,622,89,2341,434,35,4
104,6,18,-6.75,488,278,.438,591,6,1280,1708,720,.299,725,1106,8,-8.36,Hampton,164,2102,368,.424,385,8,9,14,.678,549,127,2050,496,32,6
105,5,22,-13.77,299,181,.267,659,3,1205,1678,468,.344,668,932,10,-6.04,Hartford,233,1868,297,.398,340,6,13,8,.639,678,80,2100,349,30,8
106,11,8,1.59,514,228,.724,540,10,1180,1510,672,.361,723,970,4,-3.91,Harvard,185,2145,272,.479,446,10,6,21,.765,512,136,1928,446,29,2
107,10,20,-4.91,480,133,.333,543,0,1200,1640,727,.313,707,1075,13,0.33,Hawaii,150,2044,402,.431,415,3,9,10,.660,479,61,2187,429,30,11
108,12,15,-14.63,431,205,.500,648,3,1205,1787,627,.356,771,1063,8,-9.30,High Point,196,2169,390,.431,385,10,14,15,.687,551,127,2203,471,30,1
109,11,15,1.65,482,254,.559,731,6,1375,2102,664,.326,859,1382,8,-0.02,Hofstra,184,2406,503,.409,466,10,7,19,.726,565,219,2320,469,34,6
110,5,22,-8.03,464,134,.290,551,3,1250,1707,662,.381,761,1136,9,-5.57,Holy Cross,161,2147,381,.446,409,5,14,9,.701,423,89,2223,447,31,7
111,10,16,6.74,545,329,.543,652,4,1410,2282,768,.356,958,1185,9,3.48,Houston,290,2751,440,.420,435,7,9,19,.710,814,103,2624,315,35,5
112,5,21,,610,237,.364,683,3,1330,1926,839,.284,801,1294,1,,Houston Christian,135,2347,450,.416,409,7,11,12,.727,475,121,2604,606,33,7
113,4,25,-19.49,412,140,.219,537,2,1290,1704,696,.297,639,1092,10,-7.27,Howard,178,1868,388,.375,308,6,15,7,.592,599,69,2251,473,32,5
114,8,16,-0.19,430,185,.484,554,6,1245,1703,651,.377,791,1074,10,0.48,Idaho,194,2206,335,.464,459,6,10,15,.661,515,95,2188,432,31,6
115,6,22,-10.29,382,166,.241,516,1,1185,1555,551,.347,705,926,12,0.13,Idaho State,135,1927,332,.453,324,4,16,7,.693,389,80,2176,382,29,6
116,13,15,11.58,414,202,.583,611,7,1460,2127,581,.340,957,1337,8,9.58,Illinois,219,2547,396,.450,570,10,4,21,.713,645,144,2406,443,36,5
117,15,11,5.73,502,240,.667,556,6,1325,1776,717,.327,794,1173,7,1.16,Illinois State,193,2283,383,.447,433,11,8,22,.700,590,114,2115,429,33,2
118,7,22,-7.58,393,211,.267,569,1,1200,1691,549,.303,654,982,15,0.94,Illinois-Chicago,175,1876,313,.387,315,3,15,8,.716,578,74,2110,383,30,7
119,8,21,0.76,487,211,.323,636,1,1250,1687,705,.341,703,1090,14,9.37,Indiana,160,2053,395,.417,375,4,8,10,.691,469,107,2215,486,31,9
120,11,15,1.11,476,177,.531,590,5,1300,1681,619,.351,708,1067,9,2.40,Indiana State,221,2113,290,.421,335,9,10,17,.769,630,120,2123,401,32,3
121,11,10,2.31,423,246,.677,614,8,1245,1667,621,.367,700,1041,6,-1.85,Iona,227,2050,322,.420,421,12,4,21,.681,619,90,1921,420,31,3
122,9,22,2.12,348,134,.313,507,1,1285,1629,503,.317,675,1023,14,8.09,Iowa,239,1937,317,.414,394,4,10,10,.692,753,64,2112,440,32,9
123,11,17,9.60,442,162,.469,490,3,1260,1811,673,.370,804,1193,12,8.37,Iowa State,200,2250,388,.444,442,4,7,15,.657,540,155,2174,443,32,7
124,11,11,1.63,571,317,.694,573,10,1465,1891,799,.389,953,1199,3,-4.08,IUPUI,204,2681,359,.504,538,15,5,25,.715,525,167,2420,513,36,3
125,9,13,-13.21,487,190,.594,659,9,1290,1725,755,.328,682,1214,1,-10.66,Jackson State,177,2028,413,.395,359,17,8,19,.645,540,119,2089,469,32,3
126,8,13,-1.71,522,279,.606,654,10,1320,1915,739,.333,803,1230,6,-2.30,Jacksonville,176,2304,480,.419,393,14,10,20,.706,529,137,2228,481,33,3
127,10,19,-8.18,453,202,.367,560,1,1205,1670,619,.364,727,1026,11,-4.22,Jacksonville State,181,2088,328,.435,455,7,12,11,.732,497,142,2144,415,30,7
128,9,20,-4.96,429,204,.394,532,2,1320,1810,628,.312,796,1149,14,-1.52,James Madison,189,2210,353,.440,462,4,13,13,.683,605,140,2307,477,33,5
129,18,3,24.68,609,301,.917,658,9,1450,2111,871,.404,1033,1457,1,8.25,Kansas,262,2937,468,.489,609,15,2,33,.699,648,232,2312,470,36,0
130,7,18,-13.88,458,179,.400,624,5,1200,1629,654,.338,685,931,12,-4.75,Kansas City,174,2002,307,.421,345,6,10,12,.700,515,51,2106,383,30,7
131,13,8,19.88,734,274,.784,828,7,1500,2182,1098,.360,981,1437,5,10.28,Kansas State,253,2949,559,.450,541,11,2,29,.668,703,187,2584,529,37,3
132,8,20,-10.08,379,218,.394,529,3,1330,1924,557,.329,784,1166,13,-3.69,Kennesaw State,235,2182,450,.407,417,7,12,13,.680,715,121,2314,480,33,6
133,14,10,5.28,515,285,.706,631,9,1370,1942,766,.316,839,1207,3,0.74,Kent State,189,2382,410,.432,437,13,6,24,.672,599,91,2213,407,34,2
134,18,3,21.13,649,279,.921,641,7,1535,2228,971,.331,1066,1584,2,6.82,Kentucky,231,3012,538,.478,573,14,2,35,.668,697,273,2468,538,38,0
135,6,18,-0.28,435,187,.400,517,4,1200,1718,652,.337,756,1167,12,2.46,La Salle,164,2111,420,.440,415,4,8,12,.667,487,140,2193,471,30,7
136,13,13,-7.96,512,235,.594,552,6,1285,1710,670,.373,775,991,6,-8.99,Lafayette,258,2320,274,.453,482,8,10,19,.764,691,91,2287,422,32,3
137,13,18,-11.11,568,202,.438,609,1,1285,1782,839,.269,755,1257,11,-4.22,Lamar,122,2200,449,.424,439,5,13,14,.677,453,115,2288,510,32,5
138,15,11,-3.33,574,203,.667,589,7,1330,1853,799,.399,842,1201,4,-7.79,Lehigh,220,2478,339,.454,495,10,8,22,.718,551,85,2331,429,33,2
139,8,16,-13.22,468,205,.484,567,5,1240,1656,669,.335,727,1141,8,-7.25,Liberty,171,2093,333,.439,383,10,9,15,.700,510,91,2114,483,31,6
140,9,13,-2.07,478,201,.567,520,8,1210,1778,678,.364,826,1105,6,-3.07,Lipscomb,243,2373,385,.465,519,14,7,17,.705,667,76,2255,439,30,5
141,8,22,-10.06,503,141,.267,597,0,1210,1576,720,.369,670,1019,14,-2.23,Little Rock,185,2028,296,.425,363,4,14,8,.699,501,81,2194,402,30,6
142,8,16,-0.42,486,256,.515,591,6,1335,1912,745,.330,828,1176,8,1.55,Long Beach State,202,2344,395,.433,440,8,10,17,.652,613,89,2347,473,33,3
143,10,17,-11.56,490,180,.452,551,4,1265,1802,709,.348,721,1210,7,-8.25,Long Island University,230,2162,426,.400,335,11,13,14,.691,661,122,2225,437,31,3
144,9,19,-14.69,362,221,.387,652,3,1240,1963,554,.343,859,1091,,-3.74,Longwood,217,2297,388,.438,524,,14,12,.653,632,69,2437,475,31,3
145,10,17,-4.74,389,207,.433,610,3,1200,1657,572,.322,743,958,8,-4.74,Louisiana,168,2043,311,.448,351,10,12,13,.680,521,133,2025,391,30,4
146,11,20,0.97,384,189,.355,547,0,1245,1727,552,.287,690,1114,14,5.93,Louisiana State,141,1905,394,.400,354,2,9,11,.696,491,116,2059,397,31,7
147,12,11,2.89,521,235,.686,562,9,1410,2034,760,.338,917,1294,7,-0.40,Louisiana Tech,202,2557,441,.451,417,9,8,24,.686,598,116,2442,462,35,2
148,8,19,-10.75,548,216,.387,627,3,1240,1621,757,.353,683,1039,12,-5.30,Louisiana-Monroe,194,2108,370,.421,298,6,12,12,.724,550,91,2224,503,31,6
149,15,13,14.08,491,258,.606,663,4,1335,1960,700,.337,876,1217,7,7.99,Louisville,262,2505,478,.447,511,11,7,20,.701,777,135,2304,453,33,4
150,9,16,-4.85,405,149,.467,523,5,1205,1598,589,.361,673,1072,13,0.56,Loyola (IL),194,1945,364,.421,393,5,10,14,.688,537,98,2017,415,30,6
151,6,17,-5.23,439,193,.433,606,7,1205,1601,628,.357,673,1053,12,-4.09,Loyola (MD),164,1949,353,.420,343,6,9,13,.699,459,132,1983,450,30,7
152,9,16,-1.47,557,255,.529,655,6,1370,1998,807,.376,910,1210,7,1.32,Loyola Marymount,201,2578,416,.455,472,7,8,18,.690,534,141,2581,441,34,6
153,9,11,-6.53,435,219,.633,471,10,1205,1596,634,.337,650,1089,5,-6.26,Maine,196,1931,337,.407,397,11,7,19,.686,582,97,1864,431,30,3
154,6,20,-4.68,444,240,.355,603,4,1246,1797,649,.307,727,1089,14,-2.97,Manhattan,133,2031,364,.405,307,4,12,11,.684,433,114,2084,361,31,8
155,1,29,-17.21,280,156,.033,553,0,1205,1546,439,.351,600,904,17,-2.85,Marist,204,1684,268,.388,296,1,16,1,.638,581,38,2115,424,30,12
156,13,12,15.17,489,269,.647,580,6,1380,1890,660,.413,861,1071,7,8.23,Marquette,274,2485,343,.456,516,11,5,22,.741,664,72,2198,353,34,4
157,15,10,7.80,597,216,.706,613,8,1375,1985,873,.376,949,1327,5,1.57,Marshall,222,2717,412,.478,549,11,5,24,.684,591,268,2347,432,34,4
158,15,9,17.75,502,256,.727,554,7,1335,2052,689,.382,966,1270,3,7.95,Maryland,195,2629,421,.471,545,13,3,24,.729,510,154,2254,383,33,1
159,0,26,-16.92,375,179,.133,564,4,1210,1656,544,.323,684,918,13,-6.19,Maryland-Baltimore County,150,1893,251,.413,332,3,12,4,.689,464,90,2215,341,30,13
160,6,21,-16.18,402,173,.344,595,4,1285,1722,624,.305,691,1159,8,-7.38,Maryland-Eastern Shore,161,1945,398,.401,359,8,12,11,.644,528,67,2216,485,32,6
161,7,20,-1.76,445,176,.375,652,3,1290,1976,670,.301,795,1287,11,3.40,Massachusetts,227,2262,468,.402,380,5,11,12,.664,754,124,2396,446,32,6
162,7,20,-11.82,339,221,.333,607,3,1200,1743,528,.349,755,1048,11,-4.34,McNeese State,183,2032,407,.433,356,5,13,10,.642,525,108,2106,430,30,5
