,wins_home,losses,srs,ft,stl,win_loss_pct,pf,wins_visitor,mp,fga,fta,fg3_pct,fg,trb,losses_conf,sos,school_name,fg3,pts,orb,fg_pct,ast,wins_conf,losses_visitor,wins,ft_pct,fg3a,blk,opp_pts,tov,g,losses_home
0,8,16,-4.00,490,209,.385,585,1,,1703,700,.316,629,1086,12,2.52,Air Force,233,1981,443,.369,281,2,9,10,.700,738,79,2085,377,26,7
1,10,9,5.09,519,217,.667,462,8,,1497,692,.364,676,880,6,1.06,Akron,160,2031,302,.452,386,12,6,18,.750,439,69,1905,363,27,3
2,11,15,5.85,446,233,.531,626,2,,1810,626,.335,782,1215,10,6.79,Alabama,134,2144,446,.432,383,6,10,17,.712,400,115,2175,536,32,3
3,,17,,466,287,.370,612,,,1897,721,.311,713,1137,,,Alabama A&M,196,2088,456,.376,328,,,10,.646,631,95,2279,,27,
4,8,16,-15.25,453,243,.407,485,3,,1496,703,.312,619,1045,8,-9.77,Alabama State,124,1815,406,.414,296,8,10,11,.644,397,62,1891,522,27,6
5,12,7,-2.76,496,329,.767,593,10,,1902,772,.323,796,1365,2,-10.43,Alcorn State,186,2274,552,.419,404,14,6,23,.642,576,118,2003,579,30,0
6,3,21,-8.90,360,235,.250,493,3,,1694,566,.298,663,1132,14,-1.55,American,119,1805,456,.391,322,2,10,7,.636,400,100,1951,525,28,10
7,12,8,-0.50,479,307,.724,546,7,,1661,714,.369,776,1076,3,-5.35,Appalachian State,137,2168,365,.467,465,13,5,21,.671,371,102,1916,457,29,2
8,14,7,15.31,600,213,.759,522,5,,1754,845,.350,820,1208,5,8.35,Arizona,143,2383,437,.468,419,13,6,22,.710,409,93,2181,487,29,0
9,9,16,9.06,451,249,.467,595,4,,1820,648,.333,804,1101,12,8.27,Arizona State,177,2236,386,.442,512,6,7,14,.696,532,77,2167,460,30,7
10,14,11,12.97,419,332,.676,633,4,1365,2206,632,.366,980,1266,7,6.14,Arkansas,296,2675,485,.444,563,9,6,23,.663,808,147,2443,494,34,2
11,9,12,3.32,451,265,.600,580,6,,1748,655,.326,798,1028,5,-0.72,Arkansas State,159,2206,359,.457,447,9,8,18,.689,488,103,2061,449,30,3
12,2,24,-27.13,304,245,.111,535,1,,1760,514,.266,685,1008,15,-8.00,Arkansas-Pine Bluff,119,1793,377,.389,331,1,14,3,.591,448,94,2235,483,27,9
13,7,19,-22.46,342,207,.296,589,1,,1460,477,.322,570,839,8,-6.62,Army,133,1615,254,.390,304,4,15,8,.717,413,70,1968,482,27,4
14,15,4,24.60,498,327,.879,628,10,1320,2245,766,.348,974,1452,2,5.00,Auburn,234,2680,643,.434,461,14,2,29,.650,672,112,2033,425,33,0
15,8,16,-7.84,369,186,.407,463,3,,1547,557,.342,711,958,9,-4.92,Austin Peay,168,1959,348,.460,370,9,12,11,.662,491,93,2037,446,27,4
16,10,11,1.32,381,209,.593,465,5,,1548,583,.339,634,974,8,1.84,Ball State,147,1798,349,.410,321,10,7,16,.654,434,79,1760,377,27,3
17,5,24,-5.53,395,217,.200,612,1,,1703,602,.288,644,1083,16,3.58,Baylor,163,1846,381,.378,308,0,11,6,.656,565,104,2099,518,30,10
18,5,16,-12.36,416,214,.407,501,6,,1440,600,.292,634,900,9,-9.06,Bethune-Cookman,107,1791,284,.440,365,10,7,11,.693,366,71,1879,458,27,8
19,9,8,2.83,451,277,.724,586,9,,1478,635,.368,682,880,4,-3.28,Boise State,172,1987,324,.461,387,12,4,21,.710,468,91,1790,469,29,3
20,5,21,-1.24,290,260,.222,527,0,,1521,438,.335,622,845,15,7.76,Boston College,155,1689,312,.409,314,3,10,6,.662,462,70,1932,463,27,9
21,4,18,-9.37,359,185,.333,590,4,,1476,568,.334,608,962,13,-6.11,Boston University,161,1736,316,.412,383,5,7,9,.632,482,52,1822,446,27,8
22,12,10,6.83,466,252,.643,560,5,,1506,642,.325,691,940,6,2.36,Bowling Green State,132,1980,287,.459,380,12,7,18,.726,406,84,1824,425,28,2
23,13,12,6.82,419,249,.586,569,3,,1437,606,.370,616,963,7,5.13,Bradley,173,1824,321,.429,337,11,8,17,.691,468,113,1775,490,29,2
24,9,16,2.50,491,188,.429,585,2,,1487,677,.371,671,1014,8,4.14,Brigham Young,176,2009,288,.451,359,6,10,12,.725,474,87,2055,484,28,5
25,3,22,-19.23,335,149,.154,468,1,,1350,447,.321,550,758,12,-7.50,Brown,143,1578,235,.407,292,2,12,4,.749,446,46,1883,375,26,9
26,9,13,-5.44,429,239,.552,570,4,,1529,642,.321,673,1050,3,-7.96,Bucknell,164,1939,341,.440,409,9,8,16,.668,511,117,1779,508,29,3
27,2,24,-15.10,351,191,.172,551,3,,1637,522,.279,605,1047,17,0.47,Buffalo,148,1709,367,.370,373,1,13,5,.672,531,105,2141,555,29,9
28,13,10,5.02,529,231,.688,553,7,,1569,767,.324,690,1035,3,1.38,Butler,123,2032,320,.440,440,11,6,22,.690,380,57,1921,467,32,3
29,8,16,-7.09,468,222,.407,511,3,,1801,639,.352,785,1010,10,-3.93,Cal Poly,255,2293,377,.436,411,6,8,11,.732,724,58,2298,418,27,6
30,10,14,-8.02,435,180,.481,518,3,,1500,647,.343,649,964,9,-2.75,Cal State Fullerton,158,1891,329,.433,365,7,10,13,.672,461,79,1998,448,27,3
31,9,12,0.73,464,310,.586,627,6,,1828,702,.354,856,1052,7,-1.64,Cal State Northridge,202,2378,401,.468,515,9,8,17,.661,570,78,2235,530,29,3
32,14,11,12.05,553,278,.667,604,6,,2010,824,.310,868,1200,10,7.84,California,117,2406,432,.432,418,8,8,22,.671,377,123,2267,453,33,3
33,7,18,-16.19,278,155,.333,495,2,,1458,419,.364,625,893,10,-7.55,Campbell,193,1721,307,.429,378,6,12,9,.663,530,78,1934,461,27,5
34,10,12,-7.05,437,164,.556,508,5,,1481,623,.397,664,940,7,-4.79,Canisius,153,1918,342,.448,420,11,8,15,.701,385,89,1979,428,27,3
35,8,14,-10.58,421,144,.500,576,4,,1402,612,.329,607,930,7,-6.99,Centenary (LA),130,1765,,.433,294,9,10,14,.688,395,67,1853,415,28,2
36,8,13,-7.44,501,280,.594,561,7,,1834,745,.299,824,1190,9,-10.47,Central Connecticut State,114,2263,466,.449,435,11,5,19,.672,381,126,2182,521,32,5
37,11,10,-2.12,399,204,.655,529,5,,1640,564,.361,762,1073,3,-5.20,Central Florida,184,2107,376,.465,419,13,8,19,.707,510,100,2009,501,29,1
38,7,16,-3.17,456,191,.385,513,3,,1419,647,.339,616,902,11,0.55,Central Michigan,136,1824,277,.434,345,7,11,10,.705,401,83,1879,434,26,5
39,9,16,-14.36,497,270,.429,669,2,,1530,715,.331,705,941,6,-7.89,Charleston Southern,115,2022,320,.461,354,4,10,12,.695,347,97,2149,534,28,5
40,11,11,11.29,499,242,.676,649,6,,1901,742,.374,793,1227,6,7.60,Charlotte,251,2336,463,.417,432,10,7,23,.673,672,95,2221,461,34,2
41,10,12,-4.28,391,188,.571,461,5,,1543,570,.360,670,1006,7,-5.78,Chattanooga,167,1898,377,.434,371,9,7,16,.686,464,103,1820,423,28,4
