,wins_home,losses,srs,ft,stl,win_loss_pct,pf,wins_visitor,mp,fga,fta,fg3_pct,fg,trb,losses_conf,sos,school_name,fg3,pts,orb,fg_pct,ast,wins_conf,losses_visitor,wins,ft_pct,fg3a,blk,opp_pts,tov,g,losses_home
0,6,19,-4.91,358,155,.269,534,0,,1519,575,.307,637,1005,14,1.18,Air Force,134,1766,384,.419,350,2,10,7,.623,436,40,1875,406,26,9
1,6,18,-1.18,358,220,.308,478,2,1060,1585,514,.301,677,869,12,0.98,Akron,121,1833,287,.427,407,6,11,8,.696,402,78,1870,355,26,6
2,10,14,9.75,421,199,.548,536,2,,1838,576,.368,749,1225,10,6.12,Alabama,247,2166,445,.408,363,6,7,17,.731,671,101,2006,57,31,5
3,5,21,-21.80,421,225,.276,513,3,,1688,680,.316,667,1050,9,-8.34,Alabama State,144,1899,383,.395,284,5,14,8,.619,456,20,2318,536,29,5
4,7,17,-15.53,480,192,.393,589,3,,1630,746,.323,712,1134,6,-10.16,Alcorn State,117,2021,385,.437,419,8,11,11,.643,362,107,2140,528,28,5
5,8,16,-5.21,397,201,.407,481,2,,1557,589,.327,639,952,9,-0.44,American,156,1831,359,.410,268,7,12,11,.674,477,65,1920,417,27,3
6,9,14,-5.92,376,185,.500,475,3,,1485,563,.393,718,901,6,-4.92,Appalachian State,178,1990,297,.484,397,8,10,14,.668,453,105,1954,432,28,2
7,13,9,21.66,598,358,.735,654,3,,2241,913,.370,1015,1377,7,11.04,Arizona,222,2850,562,.453,567,11,6,25,.655,600,100,2491,521,34,1
8,9,20,2.24,333,299,.333,549,0,,1953,501,.335,830,1041,16,7.21,Arizona State,188,2181,391,.425,533,2,9,10,.665,562,172,2233,431,30,9
9,15,14,14.74,415,318,.563,638,3,,2078,611,.372,919,1155,8,7.05,Arkansas,274,2527,427,.442,509,8,8,18,.679,736,124,2281,494,32,3
10,11,12,-5.48,416,193,.556,509,4,,1620,627,.314,723,962,10,-4.48,Arkansas State,126,1988,344,.446,396,8,7,15,.663,401,111,1970,410,27,4
11,7,16,-16.80,409,168,.385,553,2,,1490,562,.350,612,936,8,-8.68,Army,188,1821,335,.411,333,4,8,10,.728,537,49,1943,411,26,6
