,wins_home,losses,srs,ft,stl,win_loss_pct,pf,wins_visitor,mp,fga,fta,fg3_pct,fg,trb,losses_conf,sos,school_name,fg3,pts,orb,fg_pct,ast,wins_conf,losses_visitor,wins,ft_pct,fg3a,blk,opp_pts,tov,g,losses_home
0,10,18,-13.93,458,233,.419,681,2,1250,1704,653,.367,771,991,10,-7.53,Abilene Christian,209,2209,269,.452,422,8,12,13,.701,570,78,2272,418,31,5
1,12,18,-5.51,483,196,.438,617,2,1300,1758,707,.339,752,1107,13,0.66,Air Force,202,2189,285,.428,420,5,13,14,.683,596,58,2330,423,32,5
2,15,9,5.55,451,190,.743,618,6,1405,2111,659,.383,911,1310,5,-1.24,Akron,409,2682,373,.432,507,13,8,26,.684,1069,137,2381,381,35,0
3,10,15,7.14,458,192,.545,631,5,1330,1750,712,.339,738,1141,10,8.62,Alabama,259,2193,327,.422,347,8,8,18,.643,763,175,2242,438,33,4
4,6,18,-13.47,439,163,.379,561,4,1175,1632,642,.292,681,1000,12,-10.75,Alabama A&M,175,1974,330,.417,366,6,12,11,.684,599,61,2042,340,29,5
5,8,17,-13.11,426,181,.452,646,5,1260,1918,623,.332,788,1153,9,-9.35,Alabama State,215,2217,391,.411,372,9,12,14,.684,647,107,2308,371,31,3
6,14,9,0.93,611,216,.727,581,10,1335,1850,814,.320,848,1276,3,-7.57,Albany (NY),188,2495,387,.458,410,13,8,24,.751,587,52,2180,413,33,1
7,9,15,-16.01,458,134,.500,548,6,1225,1692,676,.307,691,1072,5,-9.94,Alcorn State,174,2014,384,.408,272,13,9,15,.678,566,111,2164,429,30,2
8,5,19,-14.18,328,176,.387,566,7,1250,1487,471,.341,631,874,9,-6.08,American,195,1785,218,.424,348,9,12,12,.696,572,69,2036,428,31,7
9,6,22,-7.91,493,127,.290,666,2,1240,1795,701,.356,719,1142,13,-1.10,Appalachian State,256,2187,393,.401,357,7,12,9,.703,720,103,2398,462,31,7
10,17,9,18.79,622,164,.735,621,5,1390,1970,863,.381,946,1368,6,7.23,Arizona,221,2735,394,.480,485,12,5,25,.721,580,161,2342,442,34,1
11,11,17,8.28,499,170,.469,649,3,1290,1919,726,.336,796,1177,13,8.96,Arizona State,254,2345,394,.415,405,5,9,15,.687,757,86,2367,384,32,6
12,13,16,10.23,519,233,.500,687,3,1305,1992,748,.397,883,1187,9,6.76,Arkansas,216,2501,374,.443,518,9,8,16,.694,544,165,2390,357,32,4
13,9,20,-7.48,562,157,.355,613,2,1260,1855,766,.316,770,1243,13,-2.37,Arkansas State,180,2282,334,.415,381,7,14,11,.734,570,136,2353,398,31,6
14,3,25,-19.31,317,235,.242,723,4,1325,1722,519,.303,674,1004,12,-5.52,Arkansas-Pine Bluff,202,1867,322,.391,317,6,17,8,.611,666,123,2322,516,33,6
15,7,14,-7.32,455,163,.576,628,11,1350,2084,656,.335,895,1338,9,-8.13,Army,294,2539,408,.429,501,9,6,19,.694,877,123,2474,448,33,8
16,8,20,0.15,472,166,.355,658,2,1245,1820,746,.340,724,1134,13,7.54,Auburn,272,2192,346,.398,352,5,11,11,.633,799,126,2421,428,31,7
17,7,18,-6.04,627,250,.500,633,7,1460,2049,936,.346,945,1326,9,-2.98,Austin Peay,223,2740,422,.461,479,7,9,18,.670,645,101,2765,502,36,7
18,13,14,0.11,464,191,.600,665,6,1430,1919,670,.373,855,1275,8,-2.98,Ball State,305,2479,330,.446,512,10,8,21,.693,818,126,2338,465,35,6
19,15,12,16.13,545,269,.647,660,6,1375,2003,752,.367,933,1267,8,9.76,Baylor,210,2621,467,.466,603,10,5,22,.725,572,135,2366,432,34,5
20,11,12,1.19,472,145,.625,639,8,1285,1849,650,.363,914,1105,4,-2.10,Belmont,338,2638,271,.494,544,12,10,20,.726,931,81,2510,450,32,1
21,9,18,-14.35,411,197,.438,601,5,1295,1932,597,.316,799,1186,6,-9.18,Bethune-Cookman,249,2258,407,.414,371,10,13,14,.688,787,191,2330,415,32,2
22,5,22,-14.08,398,161,.267,558,3,1205,1614,584,.285,629,1023,11,-6.35,Binghamton,171,1827,273,.390,333,5,13,8,.682,599,68,2059,419,30,9
23,14,12,7.23,535,209,.625,622,5,1290,1859,755,.331,842,1110,7,3.13,Boise State,261,2480,315,.453,430,11,7,20,.709,788,64,2246,372,32,2
