,wins_home,losses,srs,ft,stl,win_loss_pct,pf,wins_visitor,mp,fga,fta,fg3_pct,fg,trb,losses_conf,sos,school_name,fg3,pts,orb,fg_pct,ast,wins_conf,losses_visitor,wins,ft_pct,fg3a,blk,opp_pts,tov,g,losses_home
0,9,16,-0.45,362,194,.448,491,2,1170,1383,537,.337,616,767,11,2.14,Air Force,192,1786,178,.445,403,3,7,13,.674,569,90,1798,371,29,7
1,13,12,6.33,513,247,.647,616,8,1370,1879,741,.370,868,1098,3,0.72,Akron,207,2456,398,.462,475,13,8,22,.692,560,141,2241,480,34,2
2,12,12,13.76,443,239,.636,607,4,1330,1722,623,.289,778,1066,7,7.18,Alabama,136,2135,352,.452,402,9,6,21,.711,470,137,1918,423,33,3
3,6,21,-19.33,359,178,.250,617,1,1130,1538,555,.313,629,849,13,-10.79,Alabama A&M,147,1764,316,.409,314,5,15,7,.647,469,119,1964,463,28,5
4,7,19,-15.79,354,236,.387,614,4,1265,1714,606,.306,648,982,9,-9.96,Alabama State,190,1840,400,.378,357,9,14,12,.584,621,95,1995,470,31,4
5,10,15,-3.92,524,193,.559,578,6,1365,1889,694,.364,842,1072,7,-6.92,Albany (NY),245,2453,400,.446,424,9,10,19,.755,673,95,2351,429,34,4
6,7,22,-19.57,420,199,.313,606,2,1250,1669,606,.304,689,872,12,-10.61,Alcorn State,128,1926,291,.413,290,6,14,10,.693,421,104,2148,482,32,5
7,13,12,-3.12,406,146,.625,544,7,1285,1678,567,.394,713,948,4,-5.24,American,227,2059,281,.425,404,10,10,20,.716,576,92,1991,355,32,2
8,9,18,-6.93,426,187,.419,609,3,1245,1693,656,.343,746,1009,11,-3.28,Appalachian State,203,2121,333,.441,379,7,11,13,.649,591,125,2175,444,31,5
9,14,12,10.91,568,195,.657,588,6,1410,1812,806,.378,795,1130,6,4.62,Arizona,258,2416,365,.439,473,12,4,23,.705,683,122,2196,446,35,4
10,7,21,-1.01,402,173,.323,548,2,1240,1439,594,.364,654,898,12,4.31,Arizona State,181,1891,262,.454,377,6,7,10,.677,497,123,2056,505,31,10
11,17,14,5.76,478,265,.563,618,1,1280,1860,692,.353,808,971,10,3.63,Arkansas,205,2299,363,.434,433,6,9,18,.691,580,159,2231,415,32,3
12,10,20,-3.18,492,210,.412,533,2,1370,1771,737,.370,765,1030,10,-0.52,Arkansas State,176,2198,392,.432,329,6,14,14,.668,476,78,2239,460,34,5
13,6,22,-16.77,458,230,.333,601,3,1325,1707,719,.300,705,1003,9,-8.34,Arkansas-Pine Bluff,145,2013,364,.413,367,9,15,11,.637,484,132,2291,491,33,3
14,9,18,-11.26,433,185,.400,581,3,1215,1608,596,.355,678,860,9,-7.16,Army,238,2027,247,.422,403,5,11,12,.727,671,54,2091,467,30,6
15,14,16,2.52,394,199,.484,573,1,1255,1669,608,.302,696,985,11,3.84,Auburn,156,1942,345,.417,386,5,10,15,.648,517,149,1983,433,31,3
16,8,20,-4.86,493,230,.375,574,4,1290,1781,735,.321,792,982,8,-0.66,Austin Peay,139,2216,388,.445,388,8,12,12,.671,433,115,2324,466,32,5
17,10,15,-2.93,416,182,.500,501,5,1200,1536,604,.329,647,941,10,-4.45,Ball State,191,1901,336,.421,400,6,9,15,.689,581,79,1822,388,30,5
18,14,8,16.54,572,286,.789,674,8,1525,2148,759,.383,1004,1280,6,8.03,Baylor,259,2839,470,.467,570,12,3,30,.754,676,178,2483,522,38,3
19,13,8,11.81,572,255,.771,631,10,1410,2026,779,.378,975,1151,2,-1.22,Belmont,309,2831,401,.481,606,16,6,27,.734,817,78,2363,430,35,1
20,9,17,-9.11,462,241,.514,663,5,1405,1890,702,.341,818,974,5,-7.05,Bethune-Cookman,178,2276,414,.433,416,11,12,18,.658,522,95,2319,471,35,3
21,1,29,-20.14,376,187,.065,554,0,1245,1579,538,.302,627,832,15,-6.24,Binghamton,132,1762,278,.397,346,1,15,2,.699,437,67,2193,462,31,13
22,11,17,3.52,407,183,.433,544,1,1205,1653,589,.342,708,917,11,3.14,Boise State,227,2050,328,.428,346,3,11,13,.691,664,56,1988,366,30,5
23,8,22,-4.54,350,153,.290,491,0,1255,1543,520,.339,629,836,12,4.89,Boston College,225,1833,222,.408,354,4,10,9,.673,664,89,2125,454,31,9
24,7,16,-3.74,393,187,.500,537,8,1285,1717,583,.319,725,1012,4,-4.09,Boston University,202,2045,351,.422,371,12,9,16,.674,634,98,2034,434,32,5
25,12,16,1.23,323,247,.500,538,4,1285,1795,474,.338,823,984,7,0.07,Bowling Green State,156,2125,363,.458,438,9,12,16,.681,461,103,2046,425,32,4
26,6,25,-5.79,426,204,.219,550,1,1280,1720,625,.300,689,985,16,3.62,Bradley,151,1955,302,.401,343,2,12,7,.682,503,99,2256,438,32,10
27,13,9,11.25,540,296,.743,637,8,1400,2099,771,.343,977,1223,4,1.55,Brigham Young,233,2727,381,.465,599,12,3,26,.700,679,154,2358,473,35,3
28,6,23,-12.52,303,162,.258,497,1,1240,1695,483,.362,685,928,12,-3.62,Brown,234,1907,280,.404,413,2,12,8,.627,647,79,2154,382,31,9
29,1,28,-17.90,331,133,.067,552,0,1205,1626,480,.303,656,854,17,-4.27,Bryant,209,1852,293,.403,376,1,17,2,.690,690,64,2261,441,30,10
30,14,10,3.57,532,152,.714,595,11,1400,1813,687,.392,836,1135,2,-3.08,Bucknell,206,2410,314,.461,478,12,7,25,.774,526,112,2147,416,35,3
31,12,11,4.15,438,174,.645,549,8,1245,1734,665,.353,806,1128,4,0.15,Buffalo,212,2262,374,.465,511,12,8,20,.659,601,157,2090,465,31,2
32,13,15,2.86,523,239,.595,715,7,1495,2014,806,.281,823,1201,7,1.14,Butler,183,2352,468,.409,454,11,9,22,.649,651,123,2245,485,37,6
33,10,15,-0.58,366,188,.545,594,5,1320,1800,524,.352,772,1033,8,-3.78,Cal Poly,226,2136,407,.429,417,8,10,18,.698,642,51,1998,351,33,4
34,10,15,-7.15,401,248,.516,614,6,1245,1676,587,.365,761,883,,-3.65,Cal State Bakersfield,198,2121,352,.454,439,,12,16,.683,542,107,2154,457,31,3
35,13,10,-1.18,485,174,.677,603,7,1240,1763,699,.404,833,1053,4,-5.32,Cal State Fullerton,266,2417,385,.472,464,12,7,21,.694,658,84,2205,476,31,1
36,4,21,-12.65,456,175,.250,627,3,1125,1671,604,.307,641,879,13,-2.61,Cal State Northridge,170,1908,397,.384,375,3,13,7,.755,554,67,2101,384,28,8
37,17,10,13.79,477,159,.706,489,5,1360,1878,641,.363,893,1095,5,4.53,California,156,2419,341,.476,540,13,6,24,.744,430,106,2104,411,34,1
38,11,15,-6.06,509,196,.531,648,6,1285,1748,761,.374,846,1044,7,-4.80,Campbell,169,2370,329,.484,496,11,12,17,.669,452,167,2361,454,32,2
