,wins_home,losses,srs,ft,stl,win_loss_pct,pf,wins_visitor,mp,fga,fta,fg3_pct,fg,trb,losses_conf,sos,school_name,fg3,pts,orb,fg_pct,ast,wins_conf,losses_visitor,wins,ft_pct,fg3a,blk,opp_pts,tov,g,losses_home
0,6,21,-3.56,334,211,.276,572,1,,1251,479,.359,544,666,11,1.99,Air Force,245,1667,182,.435,367,3,11,8,.697,683,54,1828,385,29,9
1,8,16,-3.09,486,161,.429,516,4,,1355,670,.433,613,823,9,1.66,Akron,189,1901,252,.452,379,9,9,12,.725,436,89,2034,445,28,5
2,18,11,14.04,623,257,.694,690,2,,2199,893,.326,953,1519,8,6.29,Alabama,232,2761,580,.433,438,8,7,25,.698,711,166,2482,547,36,1
3,11,11,-13.45,414,339,.607,610,5,,1902,661,.291,743,1138,5,-11.93,Alabama A&M,156,2056,497,.391,388,13,9,17,.626,536,78,2089,473,28,2
4,11,9,-8.99,458,260,.710,502,8,,1713,696,.326,756,1175,3,-13.74,Alabama State,165,2135,386,.441,410,15,5,22,.658,506,93,1980,510,31,2
5,4,22,-18.86,338,225,.214,570,1,,1656,501,.376,712,920,,-8.66,Albany (NY),166,1928,281,.430,316,,12,6,.675,442,64,2169,428,28,9
6,8,15,-12.20,518,228,.500,588,6,,1790,746,.334,784,1158,5,-10.90,Alcorn State,159,2245,433,.438,366,13,10,15,.694,476,95,2283,577,30,2
7,6,20,-10.33,277,137,.259,473,1,,1470,484,.288,596,1000,13,-2.81,American,110,1579,348,.405,293,3,13,7,.572,382,114,1782,431,27,7
8,6,20,-12.13,386,193,.355,598,5,,1715,572,.304,743,1172,9,-4.24,Appalachian State,133,2005,410,.433,444,7,9,11,.675,438,79,2186,547,31,8
9,13,8,26.85,703,283,.778,630,7,,2131,940,.355,1015,1433,3,12.56,Arizona,193,2926,487,.476,585,15,4,28,.748,544,159,2386,546,36,2
10,10,16,11.10,458,183,.448,678,2,,1757,681,.295,779,1144,13,9.00,Arizona State,105,2121,430,.443,458,5,8,13,.673,356,119,2060,456,29,7
11,16,11,17.25,441,365,.645,654,3,,1990,639,.368,881,1100,6,6.15,Arkansas,273,2476,410,.443,476,10,7,20,.690,741,124,2132,451,31,2
12,9,13,-4.21,411,155,.567,614,6,,1759,593,.336,799,1114,6,-2.75,Arkansas State,180,2189,358,.454,415,10,8,17,.693,535,141,2168,442,30,4
13,2,25,-31.46,320,210,.074,537,0,,1662,543,.282,612,1005,16,-8.35,Arkansas-Pine Bluff,116,1660,359,.368,269,2,17,2,.589,412,90,2284,526,27,8
14,7,19,-15.73,567,169,.321,662,2,,1502,756,.382,644,919,9,-7.65,Army,160,2015,272,.429,309,3,11,9,.750,419,58,2201,498,28,7
15,14,14,11.51,445,265,.563,629,2,,2043,684,.308,917,1243,9,7.16,Auburn,198,2477,466,.449,495,7,7,18,.651,642,155,2338,450,32,5
16,11,10,-0.18,451,189,.688,504,6,,1845,641,.371,935,1111,6,-3.28,Austin Peay,189,2510,403,.507,472,10,8,22,.704,510,148,2397,462,32,1
17,9,12,3.12,331,153,.600,527,7,,1736,508,.405,784,1152,7,0.30,Ball State,193,2092,412,.452,381,11,5,18,.652,477,98,1993,402,30,6
18,14,12,7.39,453,274,.613,541,3,,1748,673,.298,784,1118,10,2.56,Baylor,188,2209,331,.449,473,6,8,19,.673,630,75,2001,445,31,3
19,9,15,-9.73,407,151,.464,552,3,,1667,546,.353,719,995,,-5.42,Belmont,288,2133,350,.431,490,,12,13,.745,815,45,2202,422,28,2
20,8,19,-17.81,471,207,.345,644,1,,1541,738,.307,618,1028,13,-10.37,Bethune-Cookman,115,1822,367,.401,242,4,12,10,.638,375,59,1976,499,29,6
21,10,14,-0.69,441,214,.548,630,6,,1778,653,.347,811,1015,8,-0.21,Boise State,174,2237,338,.456,433,8,9,17,.675,501,92,2230,460,31,2
22,17,5,17.99,559,326,.844,652,6,,1934,788,.353,879,1166,3,5.19,Boston College,230,2547,486,.454,464,13,4,27,.709,651,97,2129,423,32,0
23,8,14,-5.30,407,189,.500,568,5,,1577,559,.356,656,1011,9,-5.83,Boston University,194,1913,353,.416,347,9,9,14,.728,545,53,1898,376,28,4
24,10,14,1.99,546,221,.517,587,5,,1571,712,.379,761,952,8,1.40,Bowling Green State,134,2202,276,.484,442,10,9,15,.767,354,98,2110,424,29,4
25,13,12,3.15,481,164,.613,550,3,,1590,644,.367,699,1116,6,1.75,Bradley,166,2045,306,.440,403,12,8,19,.747,452,127,1972,433,31,2
26,15,9,10.95,651,203,.727,491,4,,1620,835,.381,744,1052,4,3.48,Brigham Young,185,2324,292,.459,414,10,6,24,.780,485,108,2069,433,33,0
27,10,12,-8.92,450,211,.556,539,5,,1511,652,.337,682,968,5,-6.78,Brown,154,1968,327,.451,384,9,10,15,.690,457,71,2026,472,27,2
28,9,15,-12.19,469,216,.483,540,4,,1542,762,.314,664,1015,8,-6.27,Bucknell,112,1909,342,.431,338,4,11,14,.615,357,85,2041,497,29,4
29,3,24,-9.03,394,186,.143,589,0,,1548,605,.357,645,944,16,0.69,Buffalo,189,1873,329,.417,331,2,13,4,.651,529,66,2145,444,28,10
30,13,8,12.55,467,222,.750,505,7,,1643,652,.407,755,922,3,3.98,Butler,251,2228,305,.460,388,11,6,24,.716,617,89,1946,377,32,1
31,6,19,-8.23,497,178,.321,565,3,,1764,728,.346,773,1129,13,-1.32,Cal Poly,198,2241,419,.438,334,3,9,9,.683,572,96,2273,422,28,9
32,3,23,-13.24,401,151,.179,568,2,,1336,585,.306,556,823,13,-0.20,Cal State Fullerton,144,1657,253,.416,327,3,11,5,.685,471,56,1964,467,28,11
33,13,10,5.95,613,267,.688,716,8,,1842,865,.397,910,1158,3,0.25,Cal State Northridge,217,2650,373,.494,608,13,6,22,.709,547,77,2409,489,32,1
34,14,11,14.77,502,225,.645,570,5,,1699,732,.350,813,998,7,9.09,California,176,2304,281,.479,508,11,7,20,.686,503,66,2128,424,31,3
35,4,21,-16.75,308,155,.250,510,3,,1599,464,.340,682,943,13,-7.36,Campbell,147,1819,340,.427,338,5,13,7,.664,432,84,2082,401,28,7
36,12,11,-2.11,488,199,.645,624,7,,1850,706,.378,840,1162,9,-4.63,Canisius,227,2395,370,.454,494,9,8,20,.691,601,99,2317,414,31,3
37,8,19,-13.05,483,156,.296,640,0,,1494,641,.324,619,950,,-1.50,Centenary (LA),133,1854,,.414,292,,15,8,.754,410,52,2036,392,27,3
38,8,14,-8.79,475,209,.500,568,6,,1610,681,.361,710,1090,9,-10.18,Central Connecticut State,155,2050,419,.441,337,11,7,14,.698,429,91,2011,466,28,5
39,4,23,-9.46,398,240,.258,583,3,,1846,581,.319,795,1096,15,-5.25,Central Florida,194,2182,393,.431,420,3,11,8,.685,608,109,2302,469,31,9
40,13,8,0.98,530,167,.714,546,7,,1370,723,.349,669,921,4,0.01,Central Michigan,130,1998,259,.488,374,14,6,20,.733,373,65,1901,426,28,1
41,7,19,-16.14,371,283,.345,648,2,,1583,580,.322,677,966,8,-7.06,Charleston Southern,135,1860,353,.428,345,6,10,10,.640,419,91,2086,531,29,6
42,10,11,14.24,532,231,.667,663,7,,1998,777,.360,873,1267,6,7.91,Charlotte,305,2583,411,.437,471,10,7,22,.685,848,97,2374,418,33,2
43,12,13,-2.12,514,202,.567,545,3,,1654,733,.351,742,1122,7,-3.79,Chattanooga,197,2195,409,.449,411,9,9,17,.701,561,68,2094,461,30,2
44,3,23,-15.14,281,171,.179,599,2,,1586,456,.325,682,986,14,-1.28,Chicago State,131,1776,355,.430,381,2,13,5,.616,403,90,2120,496,28,9
45,11,10,16.19,530,194,.714,666,7,,2076,760,.357,921,1216,5,7.85,Cincinnati,214,2586,464,.444,451,11,5,25,.697,600,118,2294,380,35,3
46,9,19,2.73,456,187,.387,668,1,,1879,650,.358,797,1185,14,8.31,Clemson,248,2298,384,.424,434,2,9,12,.702,692,69,2471,496,31,7
47,11,13,2.06,546,210,.594,647,6,,1717,795,.369,725,1185,5,1.56,Cleveland State,196,2192,434,.422,324,9,8,19,.687,531,130,2165,488,32,2
48,6,20,-13.37,425,243,.286,606,2,,1582,604,.344,694,914,8,-6.62,Coastal Carolina,171,1984,340,.439,390,6,12,8,.704,497,56,2173,518,28,7
49,9,15,-10.86,533,203,.464,643,4,,1501,749,.355,658,958,6,-8.14,Colgate,130,1979,337,.438,357,6,10,13,.712,366,70,2004,482,28,3
50,13,7,1.62,467,206,.759,465,6,,1494,615,.334,678,983,4,-4.56,College of Charleston,119,1942,317,.454,431,12,4,22,.759,356,147,1739,367,29,0
51,8,15,11.11,559,227,.500,653,6,,1818,783,.359,837,1186,11,5.66,Colorado,186,2419,402,.460,517,5,6,15,.714,518,96,2250,494,30,7
52,10,13,5.51,417,162,.536,556,2,,1391,625,.403,666,971,8,2.35,Colorado State,183,1932,297,.479,432,6,8,15,.667,454,42,1774,424,28,3
53,9,15,-10.78,354,140,.444,512,2,,1230,500,.346,514,838,7,-7.50,Columbia,157,1539,200,.418,333,7,12,12,.708,454,99,1591,415,27,3
54,17,12,10.17,526,257,.625,593,1,,1850,751,.342,860,1231,8,5.43,Connecticut,102,2348,475,.465,444,8,8,20,.700,298,120,2185,481,32,2
